"code","level","title","credits","subject","description"
"ARTS557","graduateExclThesisDissertations","Graduate Casting and Construction",3,"Art Studio","Small scale metal casting in bronze and silver through the lost wax process. Included are additional metal related techniques such as soldering and patination. "
"ARTS560","graduateExclThesisDissertations","Textile Technology","3","Art Studio","An in-depth investigation of textile technology spanning cross-cultural historical techniques to recent textile innovations. In this studio research laboratory, students realize projects, learn techniques, and skills for creating art with textiles. Includes demonstrations in methodologies such as sewing, embroidery, laser-cutting, coding, e-textiles.

"
"ARTS566","graduateExclThesisDissertations","Artists Using Data",3,"Art Studio","Even before artists began using computers in their practice, data has been used as the basis for visual and sonic representations. This course will explore precedents and practices for creating data based art."
"ARTS569","graduateExclThesisDissertations","Pueblo Pottery",3,"Art Studio","A cross cultural approach designed to expose students to the Puebloan pottery tradition. The course combines a hands -on approach to pottery-making with an analytical investigation of material culture and ethnoaesthetics. 
"
"ARTS570","graduateExclThesisDissertations","Advanced Arita Porcelain Vessels",3,"Art Studio","In-depth practices of the Arita, Japan method of creating wheel thrown porcelain vessels: forming techniques, aesthetics, surface design, glazing, and firing. "
"ARTS571","graduateExclThesisDissertations","River Lab","3","Art Studio","This course addresses art, ecology and social engagement through cross-sector work with a team of practitioners whose work engages the health of a river, and the river’s surrounding communities. The course provides opportunities for students to work with a selected group of local river advocates who may include scientists, social scientists, organizers, educators, artists and Indigenous community leaders. Students will contribute to a specific local initiative as they learn about this river and the social, economic, environmental and historical dynamics of this river community."
"ARTS579","graduateExclThesisDissertations","Collaborative Lithography",3,"Art Studio","Collaborative Lithography allows students the opportunity to develop imagery in the context of the unique possibilities of the medium of lithography. It also allows Tamarind student-printers to further develop their collaborative and technical skills.
Restriction: instructor permission required."
"ARTS580","graduateExclThesisDissertations","Creative Economies","3","Art Studio","This course takes community-owned enterprise and political economy as a locus of conceptual and pragmatic investigation. Students will develop a critical awareness of economic production in the arts, as well as the professional practices needed to engage in new forms of production, action, and exchange."
"ARTS586","graduateExclThesisDissertations","The Exhibition Print",3,"Art Studio","Focusing on all aspects of digital workflow, this course is for students with advanced digital imaging skills to further hone and perfect the processes of advanced photographic manipulation and the creation of exhibition-quality prints.
"
"ARTS587","graduateExclThesisDissertations","Graduate Photography Seminar",3,"Art Studio","Concentration on students individual art production in any area of studio art, with special attention given to developing critical acuity toward photo-based media. May be repeated for credit. "
"ARTS588","graduateExclThesisDissertations","Photographic Lighting",3,"Art Studio","Students work toward a complete understanding of the qualities of light, both natural and artificial, on photographs. Intensive studio practice explores the use of artificial light. 
"
"ARTS593","graduateExclThesisDissertations","Seminar in Studio Art",3,"Art Studio","Consideration of theoretical, critical and historical issues in the context of studio disciplines. Course content determined by student request or professor's current research."
"ARTS595","graduateExclThesisDissertations","Graduate Tutorial","{'min': 1, 'max': 9}","Art Studio","Advanced, individually directed study. Open to graduate students only. "
"ARTS699","dissertation_699","Dissertation","{'min': 3, 'max': 12}","Art Studio","Faculty-supervised investigative study that results in the development and writing of a doctoral dissertation.
Offered on a CR/NC basis only. "
"ARTS1143","lowerDivisionUndergraduate","Introduction to Art & Ecology",3,"Art Studio","This course is an introduction to the history and practice of the interdisciplinary field of art and ecology. Students will investigate artistic practice, political ecology, environmental justice, and the interrelationships between cultural and ecological systems. 
"
"ARTS1220","lowerDivisionUndergraduate","Art Practices I",3,"Art Studio","This course introduces the exploration of processes, ideas, and diverse media of visual arts. It addresses the thematic concepts that are central to the nature of art making today, with emphasis given to issues of LIGHT, FRAME, and MARK while developing an understanding of the elements and principles of design."
"ARTS1230","lowerDivisionUndergraduate","Art Practices II",3,"Art Studio","This course introduces the exploration of processes, ideas, and diverse media of visual arts. It addresses the thematic concepts that are central to the nature of art making today, with emphasis given to issues of motive and change while developing concepts, techniques, and processes involved in working in the third dimension.
"
"ARTS1310","lowerDivisionUndergraduate","Introduction to Ceramics",3,"Art Studio","This course introduces the technical processes and conceptual concerns of working with ceramic material. Various methods of forming functional and expressive works out of clay are explored. Methods used include handbuilding and throwing, basic clay bodies, slip and glaze, and atmospheric firing."
"ARTS1320","lowerDivisionUndergraduate","Ceramics I",3,"Art Studio","An introduction to the medium of clay incorporating hand building and wheel throwing to introduce the student to both the sculptural and utilitarian uses of clay. The student will also be introduced to a variety of glazing and firing techniques.
"
"ARTS1410","lowerDivisionUndergraduate","Introduction to Photography",3,"Art Studio","This course introduces the making of photographic images from a broad viewpoint to consider both as an art practice and as a cultural practice. The course covers technical information on camera use and functionality, composition and visual design, digital workflow and editing, professional functions of manipulating and enhancing images, and printing correctly and effectively. The historical aspects of photography are also covered."
"ARTS1510","lowerDivisionUndergraduate","Introduction to Electronic Arts",3,"Art Studio","This course will be an introduction to the computer as a medium and fine art tool. The course will explore the history, theory, and contemporary art issues associated with electronic art practice, as well as introduce students to the basic tools and associated technologies. This studio course will introduce simple electronics, software and ideas for working with sound, video, and the Internet to create artwork."
"ARTS1610","lowerDivisionUndergraduate","Drawing I",3,"Art Studio","This course introduces the basic principles, materials, and skills of observational drawing. Emphasis is placed on rendering a 3-D subject on a 2-D surface with visual accuracy. Other topics include historical and contemporary references as well as an investigation of linear perspective, line, value, shape, space and composition."
"ARTS1630","lowerDivisionUndergraduate","Painting I",3,"Art Studio","This course introduces the tradition of painting as a medium for artistic expression. Students will investigate materials, tools, techniques, history and concepts of painting. Emphasis is placed on developing descriptive and perceptual skills, color theory, and composition.
"
"ARTS1710","lowerDivisionUndergraduate","Introduction to Printmaking",3,"Art Studio","This course provides direct experience of exploring basic printmaking processes, including relief, intaglio, and monoprint processes, as well as the investigation of materials/media, tools, techniques, history, and concepts of printmaking. Emphasis is given to solving problems through thematic development while producing a portfolio of prints.
"
