course_code,course_title,course_description,course_credits,department
ArH 510,Selected Topics,,Credits0-12,ArH - Art History
ArH 549,Art History Methods,,Credits4,ArH - Art History
ArH 550,Great Periods and Themes in Art and Architecture,,Credits4,ArH - Art History
ArH 598,Contemporary Art I,,Credits4,ArH - Art History
ArH 599,Contemporary Art II,,Credits4,ArH - Art History
Art 101,CORE: Surface,,Credits5,Art - Art
Art 102,CORE: Space,,Credits5,Art - Art
Art 103,CORE: Time,,Credits5,Art - Art
Art 104,CORE: Digital Tools,,Credits2,Art - Art
Art 105,CORE: Ideation,,Credits2,Art - Art
Art 131,Introduction to Drawing I,,Credits4,Art - Art
Art 199,Special Studies,,Credits1-12,Art - Art
Art 216,Sewn Construction,,Credits4,Art - Art
Art 219,Fashion Patternmaking,,Credits4,Art - Art
Art 227,Introduction to Art and Social Practices,,Credits4,Art - Art
Art 230,Drawing II,,Credits4,Art - Art
Art 250,Life Drawing I,,Credits4,Art - Art
Art 255,Two-dimensional Animation I,,Credits4,Art - Art
Art 256,Three-dimensional Animation I,,Credits4,Art - Art
Art 257,Introduction to Video Art,,Credits4,Art - Art
Art 260,Black and White Photography,,Credits4,Art - Art
Art 261,Digital Photography,,Credits4,Art - Art
Art 270,Introduction to Printmaking: Relief,,Credits4,Art - Art
Art 271,Introduction to Printmaking: Eco Etching,,Credits4,Art - Art
Art 281,Intro to Painting,,Credits4,Art - Art
Art 282,Painting Topics,,Credits4,Art - Art
Art 291,Introduction to Sculpture,,Credits4,Art - Art
Art 292,Sculpture Topics,,Credits4,Art - Art
Art 294,Water Media,,Credits4,Art - Art
Art 296,"Digital Drawing, Painting and Printmaking",,Credits4,Art - Art
Art 297,Book Arts,,Credits4,Art - Art
Art 299,Special Studies,,Credits0-6,Art - Art
Art 301,Processes and Practices of the Creative Industries,,Credits4,Art - Art
Art 303,Making and Meaning,,Credits4,Art - Art
Art 312,Art in the Elementary School,,Credits4,Art - Art
Art 313,Textile Design,,Credits4,Art - Art
Art 314,Sustainable Fashion Practice,,Credits4,Art - Art
Art 316,Fabric & Form,,Credits4,Art - Art
Art 318,Weaving: Pattern & Structure,,Credits4,Art - Art
Art 319,Fashion Research & Ideation,,Credits4,Art - Art
Art 322U,History of Dress I,,Credits4,Art - Art
Art 323U,History of Dress II,,Credits4,Art - Art
Art 327,Intermediate Art and Social Practices,,Credits4,Art - Art
Art 328,Art with Kids: Running a Museum in a Public School (KSMoCA),,Credits4,Art - Art
Art 330,Critical Theories in Art I,,Credits4,Art - Art
Art 331,Art and Privilege,,Credits4,Art - Art
Art 336,BFA: Research and Proposal,,Credits4,Art - Art
Art 339,BFA Fieldwork I: Art Right Now,,Credits4,Art - Art
Art 350,Life Drawing II,,Credits4,Art - Art
Art 355,Video Installation,,Credits4,Art - Art
Art 356,Visual Storytelling,,Credits4,Art - Art
Art 357,Intermediate Video,,Credits4,Art - Art
Art 358,"Video, Design & Community",,Credits4,Art - Art
Art 360,Special Topics in Photography,,Credits4,Art - Art
Art 362,Intermediate Photography,,Credits4,Art - Art
Art 365,Digital Portfolios for Visual Artists,,Credits4,Art - Art
Art 370,Topics in Printmaking Techniques,,Credits4,Art - Art
Art 371,Intermediate Printmaking,,Credits4,Art - Art
Art 373,Intermediate Sculpture,,Credits4,Art - Art
Art 374,Sculpture Topics,,Credits4,Art - Art
Art 391,Intermediate Drawing and Mixed Media,,Credits4,Art - Art
Art 392,Painting,,Credits4,Art - Art
Art 393,Painting Topics,,Credits4,Art - Art
Art 399,Special Studies,,Credits0-8,Art - Art
Art 401,Research,,Credits1-12,Art - Art
Art 402,Independent Study,,Credits1-12,Art - Art
Art 403,Thesis,,Credits1-12,Art - Art
Art 404,Cooperative Education/Internship,,Credits1-12,Art - Art
Art 405,Reading or Studio and Conference,,Credits1-12,Art - Art
Art 406,Projects,,Credits1-8,Art - Art
Art 407,Seminar,,Credits1-12,Art - Art
Art 408,Workshop,,Credits1-12,Art - Art
Art 409,Practicum,,Credits1-12,Art - Art
Art 410,Selected Topics,,Credits1-12,Art - Art
Art 416,Textile Arts Studio,,Credits4,Art - Art
Art 427,Advanced Art and Social Practices,,Credits4,Art - Art
Art 428,Art with Kids: Museum and Community at KSMoCA,,Credits4,Art - Art
Art 430,Critical Art Theories II,,Credits4,Art - Art
Art 439,BFA Vertical Lab II: Collaboration and Presentation Strategies,,Credits4,Art - Art
Art 450,Life Drawing III,,Credits4,Art - Art
Art 455,Time-Based Art Studio,,Credits4,Art - Art
Art 457,Low Tech Cinema,,Credits4,Art - Art
Art 461,Advanced Photography Studio,,Credits4,Art - Art
Art 462,Professional Practices in Photography,,Credits4,Art - Art
Art 479,Advanced Printmaking - Working Place,,Credits4,Art - Art
Art 485,Professional Practices for Artists,,Credits2,Art - Art
Art 490,Advanced Painting,,Credits4,Art - Art
Art 491,Advanced Painting Topics,,Credits4,Art - Art
Art 493,Advanced Drawing Mixed Media,,Credits4,Art - Art
Art 494,Advanced Sculpture,,Credits4,Art - Art
Art 495,Advanced Sculpture Topics,,Credits4,Art - Art
Art 496,BFA Project,,Credits4,Art - Art
Art 497,A History of Art and Social Practice,,Credits4,Art - Art
Art 498,BFA Exhibition,,Credits4,Art - Art
Art 499,BFA Oral Review,,Credits2,Art - Art
Art 501,Research,,Credits1-9,Art - Art
Art 502,Independent Study,,Credits1-9,Art - Art
Art 503,Thesis,,Credits1-9,Art - Art
Art 504,Cooperative Education/Internship,,Credits1-9,Art - Art
Art 505,Reading or Studio and Conference,,Credits1-9,Art - Art
Art 506,Projects,,Credits1-9,Art - Art
Art 507,Seminar,,Credits1-12,Art - Art
Art 508,Workshop,,Credits1-9,Art - Art
Art 509,Practicum,,Credits1-9,Art - Art
Art 510,Selected Topics,,Credits1-12,Art - Art
Art 514,Art Methods For Secondary School Teachers,,Credits4,Art - Art
Art 515,Art Methods For Secondary School Teachers,,Credits4,Art - Art
Art 528,Art with Kids: Museum and Community at KSMoCA,,Credits4,Art - Art
Art 530,Critical Art Theories II,,Credits4,Art - Art
Art 557,Low Tech Cinema,,Credits4,Art - Art
Art 561,Advanced Photography Studio,,Credits4,Art - Art
Art 562,Professional Practices in Photography,,Credits4,Art - Art
Art 578,Studio Practice: Workshop,,Credits2,Art - Art
Art 580,Studio Practice: Directed Studies,,Credits2,Art - Art
Art 581,MFA Graduate Seminar I: Special Topics in Contemporary Art,,Credits2,Art - Art
Art 582,MFA Graduate Seminar II: Writing and Research,,Credits2,Art - Art
Art 583,MFA Graduate Seminar III: Pedagogy + Praxis,,Credits2,Art - Art
Art 584,Social Practice: Directed Studies,,Credits2,Art - Art
Art 585,MFA Graduate Seminar IV: Professional Practices,,Credits2,Art - Art
Art 586,Visiting Artist Program,,Credits2,Art - Art
Art 587,Exhibition Project,,Credits4,Art - Art
Art 590,Advanced Painting,,Credits4,Art - Art
Art 591,Advanced Painting Topics,,Credits4,Art - Art
Art 593,Advanced Drawing Mixed Media,,Credits4,Art - Art
Art 594,Advanced Sculpture,,Credits4,Art - Art
Art 595,Advanced Sculpture Topics,,Credits4,Art - Art
Art 597,A History of Art and Social Pracitice,,Credits4,Art - Art
Art 598,Social Practice: Workshop,,Credits2,Art - Art
Art 599,Exhibition Critique,,Credits2,Art - Art
ASc 199,Special Studies,,Credits1-12,ASc - Arts & Sciences
ASc 299,Special Studies,,Credits1-4,ASc - Arts & Sciences
ASc 399,Special Studies,,Credits1-4,ASc - Arts & Sciences
ASc 401,Research,,Credits1-12,ASc - Arts & Sciences
ASc 402,Independent Study,,Credits1-12,ASc - Arts & Sciences
ASc 403,Thesis,,Credits1-12,ASc - Arts & Sciences
ASc 404,Cooperative Education/Internship,,Credits1-12,ASc - Arts & Sciences
ASc 405,Reading and Conference,,Credits1-12,ASc - Arts & Sciences
ASc 406,Special Projects,,Credits1-8,ASc - Arts & Sciences
ASc 407,Seminar,,Credits1-12,ASc - Arts & Sciences
ASc 408,Workshop,,Credits1-12,ASc - Arts & Sciences
ASc 409,Practicum,,Credits1-12,ASc - Arts & Sciences
ASc 410,Selected Topics,,Credits1-12,ASc - Arts & Sciences
ASc 504,Cooperative Education/Internship,,Credits1-9,ASc - Arts & Sciences
ASc 509,Practicum,,Credits1-9,ASc - Arts & Sciences
ASc 510,Selected Topics,,Credits1-12,ASc - Arts & Sciences
ASL 101,First-Year American Sign Language Term 1,,Credits4,ASL - American Sign Language
ASL 102,First-Year American Sign Language Term 2,,Credits4,ASL - American Sign Language
ASL 103,First-Year American Sign Language Term 3,,Credits4,ASL - American Sign Language
ASL 199,Special Studies,,Credits1-12,ASL - American Sign Language
ASL 201,Second-Year American Sign Language Term 1,,Credits4,ASL - American Sign Language
ASL 202,Second-Year American Sign Language Term 2,,Credits4,ASL - American Sign Language
ASL 203,Second-Year American Sign Language Term 3,,Credits4,ASL - American Sign Language
ASL 299,Special Studies,,Credits1-8,ASL - American Sign Language
ASL 301,Third-Year American Sign Language Term 1,,Credits4,ASL - American Sign Language
ASL 302,Third-Year American Sign Language Term 2,,Credits4,ASL - American Sign Language
ASL 303,Third-Year American Sign Language Term 3,,Credits4,ASL - American Sign Language
ASL 330,Deaf Culture,,Credits4,ASL - American Sign Language
ASL 399,Special Studies,,Credits1-8,ASL - American Sign Language
ASL 401,Research,,Credits1-12,ASL - American Sign Language
ASL 402,Independent Study,,Credits1-12,ASL - American Sign Language
ASL 403,Thesis,,Credits1-12,ASL - American Sign Language
ASL 404,Internship,,Credits1-12,ASL - American Sign Language
ASL 405,Reading and Conference,,Credits1-12,ASL - American Sign Language
ASL 406,Special Project/Problems,,Credits1-12,ASL - American Sign Language
ASL 407,Seminar,,Credits1-12,ASL - American Sign Language
ASL 408,Workshop,,Credits1-12,ASL - American Sign Language
ASL 409,Practicum,,Credits1-12,ASL - American Sign Language
ASL 410,Selected Studies,,Credits1-12,ASL - American Sign Language
BA 100,Summer Business Institute,,Credits1,BA - Business Administration
BA 101Z,Introduction to Business,,Credits4,BA - Business Administration
BA 169Z,Data Analysis Using Microsoft Excel,,Credits4,BA - Business Administration
BA 199,Special Studies,,Credits1-12,BA - Business Administration
BA 205,Business Communications Using Technology,,Credits4,BA - Business Administration
BA 211Z,Principles of Financial Accounting,,Credits4,BA - Business Administration
BA 213Z,Principles of Managerial Accounting,,Credits4,BA - Business Administration
BA 299,Special Studies,,Credits1-6,BA - Business Administration
BA 300,Business and Professional Communication,,Credits2,BA - Business Administration
BA 301,Research and Analysis of Business Problems,,Credits4,BA - Business Administration
BA 302,Organizational Behavior,,Credits4,BA - Business Administration
BA 303,Business Finance,,Credits4,BA - Business Administration
BA 306U,Essentials of Finance for Non-Business Majors,,Credits4,BA - Business Administration
BA 311,Marketing Management,,Credits4,BA - Business Administration
BA 316U,Essentials of Marketing for Non-Business Majors,,Credits4,BA - Business Administration
BA 325,Information Literacy & Technical Competence for Business,,Credits4,BA - Business Administration
BA 326U,Essentials of Management for Non-Business Majors,,Credits4,BA - Business Administration
BA 327,Data Analysis & Visualization,,Credits2,BA - Business Administration
BA 332U,"Property, Management & Society",,Credits4,BA - Business Administration
BA 336U,Essentials of Information Technology for Non-Business Majors,,Credits4,BA - Business Administration
BA 339,Supply Chain Management,,Credits4,BA - Business Administration
BA 339L,Lab for BA 339,,Credits0,BA - Business Administration
BA 346U,Essentials of Entrepreneurship for Non-Business Majors,,Credits4,BA - Business Administration
BA 380,Accelerate Your Career,,Credits2,BA - Business Administration
BA 385,Business Environment,,Credits4,BA - Business Administration
BA 399,Special Studies,,Credits1-6,BA - Business Administration
BA 401,Research,,Credits1-12,BA - Business Administration
BA 402,Independent Study,,Credits1-12,BA - Business Administration
BA 403,Thesis,,Credits1-12,BA - Business Administration
BA 404,Internship,,Credits1-12,BA - Business Administration
BA 405,Reading and Conference,,Credits1-12,BA - Business Administration
BA 406,Projects,,Credits1-12,BA - Business Administration
BA 407,Seminar,,Credits1-12,BA - Business Administration
BA 408,Workshop,,Credits1-12,BA - Business Administration
BA BA,Practicum,,Credits1-12,BA - Business Administration
BA 410,Selected Topics,,Credits1-12,BA - Business Administration
BA 423,Executive Perspectives on Leadership,,Credits1,BA - Business Administration
BA 495,Business Strategy,,Credits6,BA - Business Administration
BA 501,Research,,Credits1-9,BA - Business Administration
BA 502,Independent Study,,Credits1-9,BA - Business Administration
BA 504,Cooperative Education/Internship,,Credits1-9,BA - Business Administration
BA 505,Reading & Conference,,Credits1-9,BA - Business Administration
BA 506,Special Projects,,Credits1-9,BA - Business Administration
BA 507,Seminar,,Credits1-12,BA - Business Administration
BA 508,Workshop,,Credits1-9,BA - Business Administration
BA 509,Practicum,,Credits1-9,BA - Business Administration
BA 510,Selected Studies,,Credits1-12,BA - Business Administration
BA 521,Leadership Assessment and Development,,Credits2,BA - Business Administration
BA 522,Communications for Leaders,,Credits1,BA - Business Administration
BA 523,Executive Perspectives on Leadership,,Credits1,BA - Business Administration
BA 524,Leadership Immersion,,Credits1,BA - Business Administration
BA 525,Capstone Consulting Project,,Credits1-4,BA - Business Administration
BA 526,MBA International Experience,,Credits2-5,BA - Business Administration
BA 527,MBA Domestic Business Experience,,Credits2,BA - Business Administration
BA 528,MBA Culture Module,,Credits1,BA - Business Administration
BA 529,Building Effective Teams,,Credits1,BA - Business Administration
BA 530,Thought Leadership,,Credits1,BA - Business Administration
BA 531,Leadership Challenges and Insights,,Credits2,BA - Business Administration
BA 548,Special Topics in Business,,Credits1-6,BA - Business Administration
BA 550,Special Topics in Advanced Leadership,,Credits1-4,BA - Business Administration
BBE 199,Special Studies,,Credits1-12,BBE - Bilingual Bicultural Ed
BBE 299,Special Studies,,Credits1-12,BBE - Bilingual Bicultural Ed
BBE 399,Special Studies,,Credits1-12,BBE - Bilingual Bicultural Ed
BBE 401,Research,,Credits1-12,BBE - Bilingual Bicultural Ed
BBE 402,Independent Study,,Credits1-12,BBE - Bilingual Bicultural Ed
BBE 403,Thesis,,Credits1-12,BBE - Bilingual Bicultural Ed
BBE 404,Cooperative Education/Internship,,Credits1-12,BBE - Bilingual Bicultural Ed
BBE 405,Reading & Conference,,Credits1-12,BBE - Bilingual Bicultural Ed
BBE 406,Special Projects,,Credits1-12,BBE - Bilingual Bicultural Ed
BBE 407,Seminar,,Credits1-12,BBE - Bilingual Bicultural Ed
BBE 408,Workshop,,Credits1-12,BBE - Bilingual Bicultural Ed
BBE 409,Practicum,,Credits1-12,BBE - Bilingual Bicultural Ed
BBE 410,Selected Studies,,Credits1-12,BBE - Bilingual Bicultural Ed
BBE 422,Human Development and Learning in Multicultural/Multilingual Communities,,Credits4,BBE - Bilingual Bicultural Ed
BBE 424,Professional Development and Reflection,,Credits2,BBE - Bilingual Bicultural Ed
BBE 432,Language and Literacy Development for Diverse Learners,,Credits3,BBE - Bilingual Bicultural Ed
BBE 434,"Planning, Assessment, and Curriculum",,Credits3,BBE - Bilingual Bicultural Ed
BBE 436,"Bilingual Dual Language Education History, Laws, & Policies",,Credits3,BBE - Bilingual Bicultural Ed
BBE 442,Elementary Mathematics Methods for Dual Language Learners,,Credits3,BBE - Bilingual Bicultural Ed
BBE 444,Culturally Responsive Learning Environment,,Credits3,BBE - Bilingual Bicultural Ed
BBE 448,Biliteracy Development for Dual Language Learners,,Credits3,BBE - Bilingual Bicultural Ed
BBE 452,Integrating Arts in Elementary Methods,,Credits3,BBE - Bilingual Bicultural Ed
BBE 454,Technology and Education,,Credits3,BBE - Bilingual Bicultural Ed
BBE 462,Science Methods for Elementary Dual-Language Learners,,Credits3,BBE - Bilingual Bicultural Ed
BBE 472,Literacy Development in the Content Area,,Credits3,BBE - Bilingual Bicultural Ed
BBE 474,Biliteracy Assessment for Dual Language Learners,,Credits1-3,BBE - Bilingual Bicultural Ed
BBE 480,Inquiry and Reflective Practitioner,,Credits2-8,BBE - Bilingual Bicultural Ed
BBE 501,Research,,Credits1-9,BBE - Bilingual Bicultural Ed
BBE 502,Independent Study,,Credits1-9,BBE - Bilingual Bicultural Ed
BBE 504,Cooperative Education/Internship,,Credits1-9,BBE - Bilingual Bicultural Ed
BBE 505,Reading and Conference,,Credits1-4,BBE - Bilingual Bicultural Ed
BBE 506,Projects,,Credits1-9,BBE - Bilingual Bicultural Ed
BBE 507,Seminar,,Credits1-12,BBE - Bilingual Bicultural Ed
BBE 508,Workshop,,Credits1-9,BBE - Bilingual Bicultural Ed
BBE 509,Practicum,,Credits1-9,BBE - Bilingual Bicultural Ed
BBE 510,Selected Studies,,Credits1-12,BBE - Bilingual Bicultural Ed
BBE 522,Human Development and Learning in Multicultural/Multilingual Communities,,Credits4,BBE - Bilingual Bicultural Ed
BBE 524,Professional Development and Reflection,,Credits2,BBE - Bilingual Bicultural Ed
BBE 526,Dual Language Immersion Professional Seminar,,Credits1-2,BBE - Bilingual Bicultural Ed
BBE 532,Language and Literacy Development for Diverse Learners,,Credits3,BBE - Bilingual Bicultural Ed
BBE 534,"Planning, Assessment, and Curriculum",,Credits3,BBE - Bilingual Bicultural Ed
BBE 536,"Bilingual Dual Language Education History, Laws, & Policies",,Credits3,BBE - Bilingual Bicultural Ed
BBE 537,Material Adaptation and Curriculum Development For DLI Classrooms,,Credits3,BBE - Bilingual Bicultural Ed
BBE 542,Elementary Mathematics Methods for Dual Language Learners,,Credits3,BBE - Bilingual Bicultural Ed
