"course_code","course_title","department","credits","level"
"ARTS 394","Intermediate Metalsmithing","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 395","Topics in Studio Art","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 400","Senior Show","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 411","Photography 3","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 412/512","Photo Seminar 1","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 413/513","Photo Seminar 2","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 421","Advanced Glass: Hot and Flame","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 431/531","Drawing Studio","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 432/532","Figure Drawing Anatomy","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 433/533","Figure Drawing/ Composition","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 441","Advanced Painting and Drawing","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 442/542","Painting and Drawing Studio","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 445","Hybrid Approaches to Painting and Drawing","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 450/550","Printmaking III","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 455/555","Letterpress Printmaking","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 456","2D Seminar","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 461/561","Sculpture Studio","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 463/563","Advanced Ceramics","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 469/569","Assemblage","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 472/572","Art Therapy","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 473/573","The Book","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 481/581","Weaving and Fibers: Advanced","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 491/591","Advanced Jewelry and Metalsmithing","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 492","Wood Studio/Furniture Design","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 493/593","Jewelry and Metalsmithing Studio","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 495/595","Topics in Studio Art","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 497/597","Tutorial Work in Special Studio Topics","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ARTS 498","Tutorial Work in Special Studio Topics","ARTS - Art, Studio","(3 Credit Hours)","Undergraduate"
"ASIA 595","Topics in Asian Studies","ASIA - Asian Studies","(3 Credit Hours)","Graduate"
"ASIA 332","South Asia Since Independence","ASIA - Asian Studies","(3 Credit Hours)","Undergraduate"
"ASIA 336","The Emergence of New China","ASIA - Asian Studies","(3 Credit Hours)","Undergraduate"
"ASIA 337","Japan's Era of Transformation","ASIA - Asian Studies","(3 Credit Hours)","Undergraduate"
"ASIA 338W","Politics of East Asia","ASIA - Asian Studies","(3 Credit Hours)","Undergraduate"
"ASIA 353","Asian Religions","ASIA - Asian Studies","(3 Credit Hours)","Undergraduate"
"ASIA 360","Asian Art","ASIA - Asian Studies","(3 Credit Hours)","Undergraduate"
"ASIA 395","Topics in Asian Studies","ASIA - Asian Studies","(3 Credit Hours)","Undergraduate"
"ASIA 435","Chinese Politics","ASIA - Asian Studies","(3 Credit Hours)","Undergraduate"
"ASIA 461W","Asian Studies Capstone Seminar","ASIA - Asian Studies","(3 Credit Hours)","Undergraduate"
"ASIA 495/595","Topics in Asian Studies","ASIA - Asian Studies","(3 Credit Hours)","Undergraduate"
"ASTP 506","Observational Astronomy","ASTP - Astrophysics","(3 Credit Hours)","Graduate"
"ASTP 508","Astronomy for Teachers","ASTP - Astrophysics","(3 Credit Hours)","Graduate"
"ASTP 595","Special Topics in Astrophysics","ASTP - Astrophysics","(3 Credit Hours)","Graduate"
"ASTP 103N","Introductory Astronomy of the Solar System","ASTP - Astrophysics","(4 Credit Hours)","Undergraduate"
"ASTP 104N","Introductory Astronomy of Galaxies and Cosmology","ASTP - Astrophysics","(4 Credit Hours)","Undergraduate"
"ASTP 108","Intro Astronomy Solar Sys Lab","ASTP - Astrophysics","(1 Credit Hour)","Undergraduate"
"ASTP 109","Intro Astron Galaxy/Cosmo Lab","ASTP - Astrophysics","(1 Credit Hour)","Undergraduate"
"ASTP 126N","Honors: Introductory Astronomy of the Solar System","ASTP - Astrophysics","(4 Credit Hours)","Undergraduate"
"ASTP 127N","Honors: Introductory Astronomy of Galaxies and Cosmology","ASTP - Astrophysics","(4 Credit Hours)","Undergraduate"
"ASTP 313","Elements of Astrophysics","ASTP - Astrophysics","(3 Credit Hours)","Undergraduate"
"ASTP 406/506","Observational Astronomy","ASTP - Astrophysics","(3 Credit Hours)","Undergraduate"
"ASTP 408/508","Astronomy for Teachers","ASTP - Astrophysics","(3 Credit Hours)","Undergraduate"
"ASTP 414","Relativity and Cosmology","ASTP - Astrophysics","(3 Credit Hours)","Undergraduate"
"ASTP 495/595","Special Topics in Astrophysics","ASTP - Astrophysics","(3 Credit Hours)","Undergraduate"
"AT 602","Foundations of Sports Medicine for Health Care Providers","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 603","Clinical Examination and Patient Care-Spine & Head","AT - Athletic Training","(4 Credit Hours)","Graduate"
"AT 604","Clinical Examination and Patient Care-Lower Extremity","AT - Athletic Training","(4 Credit Hours)","Graduate"
"AT 605","Clinical Examination and Patient Care-Upper Extremity","AT - Athletic Training","(4 Credit Hours)","Graduate"
"AT 607","Management of Medical Conditions for Healthcare Providers I","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 612","Functional Movement for Healthcare Providers","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 615","Research I","AT - Athletic Training","(2 Credit Hours)","Graduate"
"AT 617","Management of Medical Conditions for Healthcare Providers II","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 618","Current Research in Athletic Training","AT - Athletic Training","(1 Credit Hour)","Graduate"
"AT 623","Athletic Training Practicum I","AT - Athletic Training","(1 Credit Hour)","Graduate"
"AT 625","Research II","AT - Athletic Training","(1 Credit Hour)","Graduate"
"AT 626","Advanced Orthopaedic Evaluation and Rehabilitation","AT - Athletic Training","(4 Credit Hours)","Graduate"
"AT 628","The Spine: Evaluation and Rehabilitation","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 630","Interprofessional Healthcare in Clinical Practice","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 633","Athletic Training Practicum II","AT - Athletic Training","(1 Credit Hour)","Graduate"
"AT 635","Research III","AT - Athletic Training","(1 Credit Hour)","Graduate"
"AT 638","Documentation & Quality Improvement for Healthcare Providers","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 640","Clinical Medicine for Healthcare Providers I","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 641","Clinical Medicine for Healthcare Providers II","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 643","Athletic Training Practicum III","AT - Athletic Training","(1 Credit Hour)","Graduate"
"AT 645","Research IV","AT - Athletic Training","(1 Credit Hour)","Graduate"
"AT 647","Interprofessional Clinical I","AT - Athletic Training","(1 Credit Hour)","Graduate"
"AT 648","Interprofessional Clinical II","AT - Athletic Training","(1 Credit Hour)","Graduate"
"AT 650","Integration of Evidence for Clinical Decision Making in Sports Medicine","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 651","Statistical Techniques for Clinical Decision Making in Sports Medicine","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 652","Pharmacology","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 653","Athletic Training Practicum IV","AT - Athletic Training","(1 Credit Hour)","Graduate"
"AT 655","Teaching Strategies and Assessment","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 657","Lower Extremity Injury Management Strategies","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 661","Behavioral Health in Sports Medicine","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 664","Ethics in Healthcare","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 666","Athletic Training Practicum I","AT - Athletic Training","(1 Credit Hour)","Graduate"
"AT 667","Athletic Training Practicum II","AT - Athletic Training","(1 Credit Hour)","Graduate"
"AT 668","Athletic Training Practicum III","AT - Athletic Training","(2 Credit Hours)","Graduate"
"AT 669","Athletic Training Practicum IV","AT - Athletic Training","(1 Credit Hour)","Graduate"
"AT 670","Athletic Training Research I","AT - Athletic Training","(1 Credit Hour)","Graduate"
"AT 671","Athletic Training Research II","AT - Athletic Training","(2 Credit Hours)","Graduate"
"AT 672","Athletic Training Research III","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 673","Healthcare Administration and Policy","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 686","Performance Enhancement in Sports Medicine","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 687","Contemporary Issues in Athletic Training","AT - Athletic Training","(2 Credit Hours)","Graduate"
"AT 689","Professional Competence Assessment in Athletic Training","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 691","Gross Anatomy for the Rehabilitation Sciences","AT - Athletic Training","(6 Credit Hours)","Graduate"
"AT 697","Independent Study in Athletic Training","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 711","Analysis of Human Motion for Sports Medicine Clinicians","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 756","Education in Athletic Training","AT - Athletic Training","(4 Credit Hours)","Graduate"
"AT 811","Analysis of Human Motion for Sports Medicine Clinicians","AT - Athletic Training","(3 Credit Hours)","Graduate"
"AT 998","Master's Graduate Credit","AT - Athletic Training","(1 Credit Hour)","Graduate"
"BDA 501","Programming Languages for Data Science","BDA - Big Data Analytics","(3 Credit Hours)","Graduate"
"BDA 511","Introduction to Machine Learning","BDA - Big Data Analytics","(3 Credit Hours)","Graduate"
"BDA 531","Modern Statistical Methods for Big Data Analytics","BDA - Big Data Analytics","(3 Credit Hours)","Graduate"
"BDA 532","Introduction to Optimization in Data Science","BDA - Big Data Analytics","(3 Credit Hours)","Graduate"
"BDA 611","Mathematical Foundations of Machine Learning","BDA - Big Data Analytics","(3 Credit Hours)","Graduate"
"BDA 620","Large-Scale Optimization","BDA - Big Data Analytics","(3 Credit Hours)","Graduate"
"BDA 632","Computational Data Analytics Project","BDA - Big Data Analytics","(3 Credit Hours)","Graduate"
"BDA 640","Genomic Data Science","BDA - Big Data Analytics","(3 Credit Hours)","Graduate"
"BDA 697","Topics in Big Data Science","BDA - Big Data Analytics","(3 Credit Hours)","Graduate"
"BDA 721","High-Dimensional Statistics","BDA - Big Data Analytics","(3 Credit Hours)","Graduate"
"BDA 731","Applied Functional Data Analysis","BDA - Big Data Analytics","(3 Credit Hours)","Graduate"
"BDA 745","Transform Methods for Data Science","BDA - Big Data Analytics","(3 Credit Hours)","Graduate"
"BDA 821","High-Dimensional Statistics","BDA - Big Data Analytics","(3 Credit Hours)","Graduate"
"BDA 831","Applied Functional Data Analysis","BDA - Big Data Analytics","(3 Credit Hours)","Graduate"
"BDA 845","Transform Methods for Data Science","BDA - Big Data Analytics","(3 Credit Hours)","Graduate"
"BDA 200T","Elements of Data Science","BDA - Big Data Analytics","(3 Credit Hours)","Undergraduate"
"BDA 401/501","Programming Languages for Data Science","BDA - Big Data Analytics","(3 Credit Hours)","Undergraduate"
"BDA 411/511","Introduction to Machine Learning","BDA - Big Data Analytics","(3 Credit Hours)","Undergraduate"
"BDA 431/531","Modern Statistical Methods for Big Data Analytics","BDA - Big Data Analytics","(3 Credit Hours)","Undergraduate"
"BDA 432/532","Introduction to Optimization in Data Science","BDA - Big Data Analytics","(3 Credit Hours)","Undergraduate"
"BDA 450","Senior Project in Big Data Analytics I","BDA - Big Data Analytics","(3 Credit Hours)","Undergraduate"
"BDA 451","Senior Project in Big Data Analytics II","BDA - Big Data Analytics","(3 Credit Hours)","Undergraduate"
"BIOE 554","Introduction to Bioelectrics","BIOE - Bioelectrics","(3 Credit Hours)","Graduate"
"BIOE 754","Advanced Bioelectrics","BIOE - Bioelectrics","(3 Credit Hours)","Graduate"
"BIOE 755","Biomembranes and Ion Channels","BIOE - Bioelectrics","(3 Credit Hours)","Graduate"
"BIOE 854","Advanced Bioelectrics","BIOE - Bioelectrics","(3 Credit Hours)","Graduate"
"BIOE 855","Biomembranes and Ion Channels","BIOE - Bioelectrics","(3 Credit Hours)","Graduate"
"BIOE 890","Graduate Seminar","BIOE - Bioelectrics","(2 Credit Hours)","Graduate"
"BIOE 891","Graduate Seminar","BIOE - Bioelectrics","(1 Credit Hour)","Graduate"
"BIOE 454/554","Introduction to Bioelectrics","BIOE - Bioelectrics","(3 Credit Hours)","Undergraduate"
"BIOL 500","Plant Systematics","BIOL - Biological Sciences","(4 Credit Hours)","Graduate"
"BIOL 501","Entomology","BIOL - Biological Sciences","(4 Credit Hours)","Graduate"
"BIOL 502","Scientific Diving Methods for Marine Research","BIOL - Biological Sciences","(4 Credit Hours)","Graduate"
"BIOL 503","Medical Microbiology","BIOL - Biological Sciences","(3 Credit Hours)","Graduate"
"BIOL 504","Conservation Biology and Sustainable Development","BIOL - Biological Sciences","(5 Credit Hours)","Graduate"
"BIOL 507","The Pharmacology and Neurobiology of How Recreational Drugs Work","BIOL - Biological Sciences","(3 Credit Hours)","Graduate"
"BIOL 508","Introduction to Pharmacology","BIOL - Biological Sciences","(3 Credit Hours)","Graduate"
"BIOL 511","Zymology: Fermentation Science","BIOL - Biological Sciences","(4 Credit Hours)","Graduate"
"BIOL 512","Plant Physiology","BIOL - Biological Sciences","(4 Credit Hours)","Graduate"
"BIOL 515","Marine Ecology","BIOL - Biological Sciences","(5 Credit Hours)","Graduate"
"BIOL 516","Clinical Immunology","BIOL - Biological Sciences","(3 Credit Hours)","Graduate"
"BIOL 519","Wetland Plants","BIOL - Biological Sciences","(4 Credit Hours)","Graduate"
"BIOL 520","Ichthyology","BIOL - Biological Sciences","(5 Credit Hours)","Graduate"
"BIOL 522","Field Studies in Ornithology","BIOL - Biological Sciences","(4 Credit Hours)","Graduate"
"BIOL 523","Cellular and Molecular Biology","BIOL - Biological Sciences","(3 Credit Hours)","Graduate"
"BIOL 524","Comparative Animal Physiology","BIOL - Biological Sciences","(5 Credit Hours)","Graduate"
"BIOL 525","Cancer Biology","BIOL - Biological Sciences","(3 Credit Hours)","Graduate"
"BIOL 526","Histology","BIOL - Biological Sciences","(5 Credit Hours)","Graduate"
"BIOL 530","Microbial Pathogenesis","BIOL - Biological Sciences","(3 Credit Hours)","Graduate"
"BIOL 535","Marine Conservation Biology","BIOL - Biological Sciences","(3 Credit Hours)","Graduate"
"BIOL 536","Infectious Disease Epidemiology","BIOL - Biological Sciences","(3 Credit Hours)","Graduate"
"BIOL 537","One Health: People, Animals and the Environment","BIOL - Biological Sciences","(3 Credit Hours)","Graduate"
"BIOL 540","Methods in Immunological Research","BIOL - Biological Sciences","(4 Credit Hours)","Graduate"
"BIOL 541","Animal Behavior","BIOL - Biological Sciences","(5 Credit Hours)","Graduate"
"BIOL 544","Field Studies in Marine Biology","BIOL - Biological Sciences","(5 Credit Hours)","Graduate"
"BIOL 545","Community Ecology","BIOL - Biological Sciences","(3 Credit Hours)","Graduate"
"BIOL 546","Comparative Biomechanics","BIOL - Biological Sciences","(3 Credit Hours)","Graduate"
"BIOL 550","Principles of Plant Ecology","BIOL - Biological Sciences","(4 Credit Hours)","Graduate"
"BIOL 551","Bioinformatics and Genomics I","BIOL - Biological Sciences","(4 Credit Hours)","Graduate"
"BIOL 552","Bioinformatics and Genomics II","BIOL - Biological Sciences","(4 Credit Hours)","Graduate"
"BIOL 553","Molecular Ecology","BIOL - Biological Sciences","(4 Credit Hours)","Graduate"
"BIOL 554","Research in Pathogen Biology I: Laboratory Investigation","BIOL - Biological Sciences","(4 Credit Hours)","Graduate"
"BIOL 555","Research in Pathogen Biology II: Analysis","BIOL - Biological Sciences","(4 Credit Hours)","Graduate"
"BIOL 557","General Virology","BIOL - Biological Sciences","(3 Credit Hours)","Graduate"
"BIOL 560","Frontiers in Nanoscience and Nanotechnology","BIOL - Biological Sciences","(1 Credit Hour)","Graduate"
"BIOL 561","Human Cadaver Dissection","BIOL - Biological Sciences","(5 Credit Hours)","Graduate"
