course_code,course_name,subject
OST 601,Transitions: Classroom to Bedside,OST - Osteopathic Medicine
OST 602,Primary Care Ambulatory Clerkship,OST - Osteopathic Medicine
OST 603,Core Clinical Concepts,OST - Osteopathic Medicine
OST 604,Essential Clinical Skills for the Senior Medical Student,OST - Osteopathic Medicine
OST 604,Essential Clinical Skills for the Senior Medical Student (Interim Change),OST - Osteopathic Medicine
OST 605,Preparing for Practice,OST - Osteopathic Medicine
OST 609,Laboratory Medicine Clerkship,OST - Osteopathic Medicine
OST 610,Pathology Clerkship,OST - Osteopathic Medicine
OST 615,Biomedical Research Clerkship,OST - Osteopathic Medicine
OST 619,Clerkship Specialized Elective,OST - Osteopathic Medicine
OST 620,Patient Safety and Quality Improvement,OST - Osteopathic Medicine
OST 621,Leadership in Healthcare,OST - Osteopathic Medicine
OST 622,Addiction Medicine,OST - Osteopathic Medicine
OST 623,Board Preparation,OST - Osteopathic Medicine
OST 624,Essentials of Diabetes,OST - Osteopathic Medicine
OST 625,Introduction to Military Medicine Elective,OST - Osteopathic Medicine
OST 626,Special Topics in Healthcare Ethics: Case Studies,OST - Osteopathic Medicine
OST 627,Fundamentals of Health Policy and Advocacy,OST - Osteopathic Medicine
OST 630,Psychiatry and Behavioral Science Clerkship,OST - Osteopathic Medicine
OST 631,Adult Psychiatry Clerkship,OST - Osteopathic Medicine
OST 632,Child Psychiatry Clerkship,OST - Osteopathic Medicine
OST 633,Addiction Psychiatry Clerkship,OST - Osteopathic Medicine
OST 634,Geriatric Psychiatry Clerkship,OST - Osteopathic Medicine
OST 640,Radiology Clerkship,OST - Osteopathic Medicine
OST 641,Interventional Radiology,OST - Osteopathic Medicine
OST 670,Directed Study in Clinical Prosection,OST - Osteopathic Medicine
OST 671,Pathology Clerkship,OST - Osteopathic Medicine
OST 685,International Clerkship Rotations,OST - Osteopathic Medicine
OST 686,Global Health: Mexico - Clinical Immersion,OST - Osteopathic Medicine
OST 687,Global Health: Peru - Clinical Immersion,OST - Osteopathic Medicine
OST 688,Global Health: Cuba - Clinical Immersion,OST - Osteopathic Medicine
OST 690,Global Health: Dominican Republic - Clinical Immersion,OST - Osteopathic Medicine
OST 691,Global Health: Guatemala - Clinical Immersion,OST - Osteopathic Medicine
OST 693,Global Health: South Korea - Clinical Immersion,OST - Osteopathic Medicine
OST 694,Global Health: Nepal - Clinical Immersion,OST - Osteopathic Medicine
OST 695,Global Health: Costa Rica Clinical Immersion,OST - Osteopathic Medicine
OST 696,"Global Health: Spain- Pre-Clinical Observation, Culture and Medicine",OST - Osteopathic Medicine
OST 821,One Health—Transdisciplinary Collaborations to Global Health,OST - Osteopathic Medicine
OST 822,Introduction to Global Health Practice,OST - Osteopathic Medicine
OST 823,Global Burden of Disease,OST - Osteopathic Medicine
OST 824,Emerging Topics in Global Health,OST - Osteopathic Medicine
OST 825,Ethical Issues in Global Health,OST - Osteopathic Medicine
OST 827,Global Health Management,OST - Osteopathic Medicine
OST 828,Global Health Capstone,OST - Osteopathic Medicine
OST 829,Global Health Community Assessment,OST - Osteopathic Medicine
OST 830,Independent Study in Global Health,OST - Osteopathic Medicine
OST 831,Evidence-Based Practice in Global Health,OST - Osteopathic Medicine
OST 832,Independent Study in United States Health Systems,OST - Osteopathic Medicine
OST 847,Public Health in Ghana: A One Health Perspective,OST - Osteopathic Medicine
OST 890,Independent Study,OST - Osteopathic Medicine
OST 894,Field Study,OST - Osteopathic Medicine
OST 899,Master's Thesis Research,OST - Osteopathic Medicine
PA 801,PEAK Study Skills,PA - PA Medicine
PA 810,Clinical Human Anatomy,PA - PA Medicine
PA 828,Genetics,PA - PA Medicine
PA 832,Microbiology,PA - PA Medicine
PA 839,Pathophysiology,PA - PA Medicine
PA 851,Physical Examination I,PA - PA Medicine
PA 852,Physical Examination II,PA - PA Medicine
PA 853,Physical Examination III,PA - PA Medicine
PA 854,Physical Examination IV,PA - PA Medicine
PA 855,Procedures and Diagnostics I,PA - PA Medicine
PA 856,Procedures and Diagnostics II,PA - PA Medicine
PA 857,Procedures and Diagnostics III,PA - PA Medicine
PA 858,Procedures and Diagnostics IV,PA - PA Medicine
PA 864,Pharmacology,PA - PA Medicine
PA 871,Medicine I,PA - PA Medicine
PA 872,Medicine II,PA - PA Medicine
PA 873,Medicine III,PA - PA Medicine
PA 874,Medicine IV,PA - PA Medicine
PA 880,Medical History and Documentation,PA - PA Medicine
PA 881,Medical Ethics,PA - PA Medicine
PA 882,Primary Care Applications,PA - PA Medicine
PA 883,Introduction to Clinical Rotations,PA - PA Medicine
PA 884,Business of Healthcare,PA - PA Medicine
PA 900,Pediatrics Clinical Practicum,PA - PA Medicine
PA 908,Behavioral Medicine Clinical Practicum,PA - PA Medicine
PA 910,Clinical Elective,PA - PA Medicine
PA 920,Family Medicine Clinical Practicum,PA - PA Medicine
PA 940,Internal Medicine Clinical Practicum,PA - PA Medicine
PA 950,Internal Medicine Subspecialty Elective,PA - PA Medicine
PA 951,Women’s Health Clinical Practicum,PA - PA Medicine
PA 953,Surgery Clinical Practicum,PA - PA Medicine
PA 955,Surgical Subspecialty Elective,PA - PA Medicine
PA 957,Emergency Medicine Clinical Practicum,PA - PA Medicine
PA 958,Ambulatory Medicine Elective,PA - PA Medicine
PA 990,PA Medicine Competence Experience,PA - PA Medicine
PA 992,Public Health and Disease Prevention,PA - PA Medicine
PA 993,Osteopathic Manipulative Medicine,PA - PA Medicine
PA 998,Research and Evidence Based Medicine,PA - PA Medicine
PDC 100,Introduction to the Built Environment,"PDC - Planning, Design and Construction"
PDC 120,Introductory Digital Graphic Communications,"PDC - Planning, Design and Construction"
PDC 403,Introduction to Domicology: Sustainable Built Environment,"PDC - Planning, Design and Construction"
PDC 420,Advanced Digital Graphic Communications,"PDC - Planning, Design and Construction"
PDC 460,Green Roofs and Walls,"PDC - Planning, Design and Construction"
PDC 491,"Special Topics in Planning, Design and Construction","PDC - Planning, Design and Construction"
PDC 493,"Internship in Planning, Design and Construction","PDC - Planning, Design and Construction"
PDC 803,Advanced Domicology: Sustainable Built Environment,"PDC - Planning, Design and Construction"
PDC 853,Real Estate Finance and Commercial Development,"PDC - Planning, Design and Construction"
PDC 858,Land Use Planning and Housing,"PDC - Planning, Design and Construction"
PDC 859,Construction Management and Real Estate Case Studies,"PDC - Planning, Design and Construction"
PDC 878,Redevelopment and the Climate Resilient City,"PDC - Planning, Design and Construction"
PDC 901,"Integrated Approach to Sustainable Planning, Design and Construction","PDC - Planning, Design and Construction"
PDC 990,"Special Problems in Planning, Design, and Construction","PDC - Planning, Design and Construction"
PDC 992,"Advanced Research Methods in Planning, Design and Construction","PDC - Planning, Design and Construction"
PDC 999,Doctoral Dissertation Research,"PDC - Planning, Design and Construction"
PDI 590,Selective Topics in Pathobiology and Diagnostic Investigation,PDI - Pathobiology and Diagnostic Investigation
PDI 610,Veterinary Gross Anatomy Dissection,PDI - Pathobiology and Diagnostic Investigation
PDI 611,Research Problems in Veterinary Anatomy,PDI - Pathobiology and Diagnostic Investigation
PDI 630,Diagnostic Pathology Clerkship,PDI - Pathobiology and Diagnostic Investigation
PDI 631,Necropsy Clerkship,PDI - Pathobiology and Diagnostic Investigation
PDI 632,Problems in Veterinary Pathology,PDI - Pathobiology and Diagnostic Investigation
PDI 633,Special Problems in Veterinary Pathology,PDI - Pathobiology and Diagnostic Investigation
PDI 634,Endocrinology Clerkship,PDI - Pathobiology and Diagnostic Investigation
PDI 635,Special Problems in Histopathology and Cytology Clerkship,PDI - Pathobiology and Diagnostic Investigation
PDI 636,Aquatic Animal Medicine Clerkship,PDI - Pathobiology and Diagnostic Investigation
PDI 637,Poultry Medicine Clerkship,PDI - Pathobiology and Diagnostic Investigation
PDI 816,"Integrative Toxicology: Mechanisms, Pathology and Regulation",PDI - Pathobiology and Diagnostic Investigation
PDI 830,Concepts in Molecular Biology,PDI - Pathobiology and Diagnostic Investigation
PDI 851,Advanced General Pathology,PDI - Pathobiology and Diagnostic Investigation
PDI 853,Advanced Systemic Pathology,PDI - Pathobiology and Diagnostic Investigation
PDI 854,Advanced Clinical Pathology,PDI - Pathobiology and Diagnostic Investigation
PDI 870,Laboratory Animal Pathology,PDI - Pathobiology and Diagnostic Investigation
PDI 890,Problems in Veterinary Pathology,PDI - Pathobiology and Diagnostic Investigation
PDI 891,Problems in Pathobiology,PDI - Pathobiology and Diagnostic Investigation
PDI 892,Pathology Seminar,PDI - Pathobiology and Diagnostic Investigation
PDI 893,Pathology Case Discussion Seminar,PDI - Pathobiology and Diagnostic Investigation
PDI 894,Diagnostic Histopathology of Neoplastic Diseases of Domestic Animals,PDI - Pathobiology and Diagnostic Investigation
PDI 899,Master's Thesis Research,PDI - Pathobiology and Diagnostic Investigation
PDI 999,Doctoral Dissertation Research,PDI - Pathobiology and Diagnostic Investigation
PED 590,Special Problems in Pediatrics,PED - Pediatrics
PED 600,Core Pediatrics Clerkship,PED - Pediatrics
PED 601,Pediatrics Specialty Clerkship,PED - Pediatrics
PED 602,Primary Care Ambulatory Clerkship,PED - Pediatrics
PED 603,Core Clinical Concepts,PED - Pediatrics
PH 101,Introduction to Public Health,PH - Public Health
PH 102,Social Justice and Determinants of Health: United States,PH - Public Health
PH 103,Social Justice and Health Equity: Global Perspectives,PH - Public Health
PH 801,Introduction to Public Health,PH - Public Health
PH 802,Biostatistics for Public Health,PH - Public Health
PH 803,Epidemiology and Public Health,PH - Public Health
PH 804,Public Health Policy and Administration,PH - Public Health
PH 805,Social and Behavioral Aspects of Public Health,PH - Public Health
PH 806,Environmental Factors of Health,PH - Public Health
PH 807,Practical Application and Critical Thinking in Public Health,PH - Public Health
PH 808,Public Health Surveillance,PH - Public Health
PH 825,Transition to Graduate Academic Writing,PH - Public Health
PH 826,Data Management in Public Health Practice,PH - Public Health
PH 827,Principles of Public Health Leadership,PH - Public Health
PH 828,Community Engagement in Public Health Practice,PH - Public Health
PH 829,Public Health and Healthcare Delivery Data,PH - Public Health
PH 830,Foundations of Rural Public Health,PH - Public Health
PH 831,Communicable Disease in Public Health,PH - Public Health
PH 832,Global Public Health,PH - Public Health
PH 833,Introduction to Pharmaceutical Counterfeiting and Public Health,PH - Public Health
PH 834,Drivers of Rural Health,PH - Public Health
PH 835,Independent Study in Public Health,PH - Public Health
PH 836,Comparative Global Healthcare Systems,PH - Public Health
PH 837,Poverty and Public Health,PH - Public Health
PH 838,Cultural Aspects of Public Health Practice,PH - Public Health
PH 839,Rural Public Health Policy and Advocacy,PH - Public Health
PH 840,Public Health Finance,PH - Public Health
PH 841,Public Health Policy,PH - Public Health
PH 842,Introduction to Public Health Informatics,PH - Public Health
PH 843,Public Health Research Methods,PH - Public Health
PH 845,Informatics and Information Technology,PH - Public Health
PH 847,Public Health in Ghana: A One Health Perspective,PH - Public Health
PH 852,Outbreak Investigations in Public Health,PH - Public Health
PH 853,Public Health Program/Intervention Evaluation,PH - Public Health
PH 854,Health Equity Framework For Public Health Practice,PH - Public Health
PH 861,Introduction to Public Health Nutrition,PH - Public Health
PH 862,"Global Pandemics and Public Health Systems, Law, and Community Impacts",PH - Public Health
PH 863,Parasitic Diseases and Public Health in Developing Countries,PH - Public Health
PH 864,Intersections of Human and Animal Health,PH - Public Health
PH 865,Vitamins and Minerals: Risks to Public Health,PH - Public Health
PH 868,Integrated Research Study Design and Informatics,PH - Public Health
PH 871,Vaccine Preventable Diseases of Public Health Importance,PH - Public Health
PH 873,Maternal and Child Health: A Global Public Health Perspective,PH - Public Health
PH 876,Nutrition and Chronic Diseases: Living Longer and Healthier,PH - Public Health
PH 877,Public Health Nutrition and the Life Stages,PH - Public Health
PH 878,Applied Biostatistics for Public Health Practitioners,PH - Public Health
PH 880,Study Design and Research Methods for Public Health Practice,PH - Public Health
PH 881,Pathogenesis of Parasitic Infections Important to Public Health,PH - Public Health
PH 882,Public Health Nutrition: Assessment and Development of Population-Based Interventions,PH - Public Health
PH 889,Applied Epidemiologic Methods for Public Health Practitioners,PH - Public Health
PH 891,Introduction to Public Health Practicum,PH - Public Health
PH 892,Public Health Applied Practice Experience,PH - Public Health
PH 893,Public Health Integrative Learning Experience,PH - Public Health
PHD 591,Special Problems in Human Development,PHD - Pediatrics and Human Development
PHD 600,Pediatric Specialty Clerkship,PHD - Pediatrics and Human Development
PHD 601,Human Development and Pediatric Sub-specialties,PHD - Pediatrics and Human Development
PHD 602,Ambulatory Pediatric Clerkship,PHD - Pediatrics and Human Development
PHD 603,Pediatric Infectious Diseases Clerkship,PHD - Pediatrics and Human Development
PHD 604,Neonatology,PHD - Pediatrics and Human Development
PHD 605,Pediatric Cardiology Clerkship,PHD - Pediatrics and Human Development
PHD 606,Pediatric Endocrinology and Metabolism Clerkship,PHD - Pediatrics and Human Development
PHD 607,Pediatric Hematology and Oncology Clerkship,PHD - Pediatrics and Human Development
PHD 608,Pediatric Pulmonary Disease Clerkship,PHD - Pediatrics and Human Development
PHD 609,Pediatric Genetics Clerkship,PHD - Pediatrics and Human Development
PHD 610,Pediatric Allergy-Immunology Clerkship,PHD - Pediatrics and Human Development
PHD 611,Pediatric Critical Care Medicine Clerkship,PHD - Pediatrics and Human Development
PHD 612,Pediatric Gastroenterology Clerkship,PHD - Pediatrics and Human Development
PHD 613,Pediatric Emergency Medicine Clerkship,PHD - Pediatrics and Human Development
PHD 614,Pediatric Nephrology Clerkship,PHD - Pediatrics and Human Development
PHD 615,Pediatric Neurology Clerkship,PHD - Pediatrics and Human Development
PHD 616,Pediatric Physical Medicine and Rehabilitation Clerkship,PHD - Pediatrics and Human Development
PHD 617,Pediatric Adolescent Medicine Clerkship,PHD - Pediatrics and Human Development
PHD 618,Pediatrics Sub-Internship,PHD - Pediatrics and Human Development
PHD 619,Pediatric Hospital Medicine Clerkship,PHD - Pediatrics and Human Development
PHD 620,Child Abuse Pediatric Clerkship,PHD - Pediatrics and Human Development
PHD 621,Pediatric Rheumatology Clerkship,PHD - Pediatrics and Human Development
PHD 633,Extended Clinical Experience,PHD - Pediatrics and Human Development
PHD 641,Pediatric Clerkship in the Late Clinical Experience,PHD - Pediatrics and Human Development
PHD 643,Pediatric Critical Care,PHD - Pediatrics and Human Development
PHD 644,Pediatric Clerkship in the Late Clinical Experience Remediation,PHD - Pediatrics and Human Development
PHL 101,Introduction to Philosophy,PHL - Philosophy
PHL 130,Reasoning and Argumentation,PHL - Philosophy
PHL 210,Ancient Greek Philosophy,PHL - Philosophy
PHL 211,Modern Philosophy,PHL - Philosophy
PHL 212,Latin American Philosophy,PHL - Philosophy
PHL 213,Africana Philosophy,PHL - Philosophy
PHL 214,Indigenous Philosophy,PHL - Philosophy
PHL 220,Existentialism,PHL - Philosophy
PHL 225,Paradoxes,PHL - Philosophy
PHL 247,Aesthetics,PHL - Philosophy
PHL 291,Special Topics in Introductory Philosophy,PHL - Philosophy
PHL 305,Podcasting Philosophy,PHL - Philosophy
PHL 315,African Philosophy,PHL - Philosophy
PHL 330,Formal Deductive Reasoning,PHL - Philosophy
PHL 331,Formal Practical Reasoning,PHL - Philosophy
PHL 340,Ethics,PHL - Philosophy
PHL 342,Environmental Ethics,PHL - Philosophy
PHL 344,Ethical Issues in Health Care,PHL - Philosophy
PHL 345,Business Ethics,PHL - Philosophy
PHL 350,Introduction to Social and Political Philosophy,PHL - Philosophy
PHL 353,Core Themes in Peace and Justice Studies,PHL - Philosophy
PHL 354,Philosophy of Law,PHL - Philosophy
PHL 355,Philosophy of Technology (W),PHL - Philosophy
PHL 356,Philosophical Aspects of Feminism,PHL - Philosophy
PHL 360,Philosophy of Language,PHL - Philosophy
PHL 361,Knowledge and Reality,PHL - Philosophy
PHL 380,Nature of Science,PHL - Philosophy
PHL 391,Special Topics in Intermediate Philosophy,PHL - Philosophy
PHL 410,Socrates and Plato Seminar,PHL - Philosophy
PHL 411,Aristotle Seminar,PHL - Philosophy
PHL 413,Seminar in Early Modern Philosophy,PHL - Philosophy
PHL 415,Kant Seminar,PHL - Philosophy
PHL 416,Hegel Seminar,PHL - Philosophy
PHL 417,Seminar in 19th Century Philosophy,PHL - Philosophy
PHL 418,Seminar in 20th Century Philosophy,PHL - Philosophy
PHL 419,Topics in the History of Philosophy,PHL - Philosophy
PHL 421,Topics in European and Continental Philosophy,PHL - Philosophy
PHL 431,Topics in Philosophy of Logic and Language,PHL - Philosophy
PHL 432,Logic and its Metatheory,PHL - Philosophy
PHL 440,Central Issues in Ethics,PHL - Philosophy
PHL 451,Philosophy and the Black Experience,PHL - Philosophy
PHL 452,Ethics and Development,PHL - Philosophy
PHL 453,Ethical Issues in Global Public Health,PHL - Philosophy
PHL 454,Topics in Philosophy of Law,PHL - Philosophy
PHL 456,Topics in Feminist Philosophy,PHL - Philosophy
PHL 460,Epistemology,PHL - Philosophy
PHL 461,Metaphysics,PHL - Philosophy
PHL 462,Philosophy of Mind,PHL - Philosophy
PHL 463,Introduction to Cognitive Science,PHL - Philosophy
PHL 480,Philosophy of Science,PHL - Philosophy
PHL 482,Topics in Ethics in Science,PHL - Philosophy
PHL 484,Philosophy of Biological Science,PHL - Philosophy
PHL 486,Biotechnology in Agriculture: Applications and Ethical Issues,PHL - Philosophy
PHL 490,Independent Study,PHL - Philosophy
PHL 491,Special Topics in Philosophy,PHL - Philosophy
PHL 492,Capstone for Majors (W),PHL - Philosophy
PHL 493,Philosophy Internship,PHL - Philosophy
PHL 499,Senior Thesis (W),PHL - Philosophy
PHL 800,Proseminar in Philosophy,PHL - Philosophy
PHL 801,Teaching Philosophy,PHL - Philosophy
PHL 810,Seminar in the History of Philosophy,PHL - Philosophy
PHL 820,Seminar in Continental Philosophy,PHL - Philosophy
PHL 830,Graduate Seminar in Logic and Language,PHL - Philosophy
PHL 840,Seminar in Value Theory,PHL - Philosophy
PHL 850,Seminar in Social and Political Philosophy,PHL - Philosophy
PHL 860,Seminar in Metaphysics and Epistemology,PHL - Philosophy
PHL 867,Nature and Practice of Cognitive Science,PHL - Philosophy
PHL 870,Seminar in Philosophy of Health Care,PHL - Philosophy
PHL 880,Seminar in Philosophy of Science,PHL - Philosophy
PHL 890,Independent Study,PHL - Philosophy
PHL 894,Practicum in Philosophy of Health Care,PHL - Philosophy
PHL 897,"Seminar in Feminist Theories, Epistemologies, and Pedagogy",PHL - Philosophy
PHL 899,Master's Thesis Research,PHL - Philosophy
PHL 999,Doctoral Dissertation Research,PHL - Philosophy
PHM 211,Pharmacology and Toxicology in Society,PHM - Pharmacology and Toxicology
PHM 321,Common Drugs,PHM - Pharmacology and Toxicology
PHM 350,Introductory Human Pharmacology,PHM - Pharmacology and Toxicology
PHM 351,Fundamentals of Drug Safety,PHM - Pharmacology and Toxicology
PHM 422,Fundamentals of Neuropharmacology,PHM - Pharmacology and Toxicology
PHM 430,Human Pharmacology,PHM - Pharmacology and Toxicology
PHM 431,Pharmacology of Drug Addiction,PHM - Pharmacology and Toxicology
PHM 450,Introduction to Chemical Toxicology,PHM - Pharmacology and Toxicology
PHM 454,Leadership and Teams for Scientists and Health Professionals,PHM - Pharmacology and Toxicology
PHM 461,Tropical Medicine Pharmacology,PHM - Pharmacology and Toxicology
PHM 480,Special Problems,PHM - Pharmacology and Toxicology
PHM 481L,Independent Laboratory Research,PHM - Pharmacology and Toxicology
PHM 483,Chemotherapy of Infectious Diseases,PHM - Pharmacology and Toxicology
PHM 487,Current Topics in Pharmacology and Toxicology,PHM - Pharmacology and Toxicology
PHM 492,Pharmacotherapy of Human Viral Infections,PHM - Pharmacology and Toxicology
PHM 564,Basic Principles of Medical Pharmacology,PHM - Pharmacology and Toxicology
PHM 590,Case Studies in Clinical Pharmacology,PHM - Pharmacology and Toxicology
PHM 658,Research Problems in Pharmacology or Toxicology,PHM - Pharmacology and Toxicology
PHM 801,Fundamental Principles of Pharmacology and Toxicology,PHM - Pharmacology and Toxicology
PHM 802,"Cellular, Molecular and Integrated Systems Pharmacology",PHM - Pharmacology and Toxicology
PHM 803,Chemical Disposition in Mammals,PHM - Pharmacology and Toxicology
PHM 805,Receptor Pharmacology,PHM - Pharmacology and Toxicology
PHM 809,Drug Discovery and Medicinal Chemistry,PHM - Pharmacology and Toxicology
PHM 811,Global Health: Pharmacology and Toxicology Perspective,PHM - Pharmacology and Toxicology
PHM 813,Cardiovascular Pharmacology and Toxicology,PHM - Pharmacology and Toxicology
PHM 816,"Integrative Toxicology: Mechanisms, Pathology and Regulation",PHM - Pharmacology and Toxicology
PHM 817,Neurotoxicology,PHM - Pharmacology and Toxicology
PHM 818,Practical Pharmacokinetics/Pharmacodynamics Modeling and Simulation in Drug Development,PHM - Pharmacology and Toxicology
PHM 819,Principles of Drug-Tissue Interactions,PHM - Pharmacology and Toxicology
PHM 822,Academic and Research Integrity,PHM - Pharmacology and Toxicology
PHM 823,Current Topics in Pharmacology and Toxicology,PHM - Pharmacology and Toxicology
PHM 828,Concepts in Carcinogenesis,PHM - Pharmacology and Toxicology
PHM 829,Neuropharmacology,PHM - Pharmacology and Toxicology
PHM 830,Experimental Design and Data Analysis,PHM - Pharmacology and Toxicology
PHM 831,Endocrine Pharmacology and Toxicology,PHM - Pharmacology and Toxicology
PHM 832,Applied Integrative Pharmacology Laboratory,PHM - Pharmacology and Toxicology
PHM 833,Gastro-Intestinal and Liver Pharmacology and Toxicology,PHM - Pharmacology and Toxicology
PHM 834,Respiratory Pharmacology and Toxicology,PHM - Pharmacology and Toxicology
PHM 835,Biopharmaceuticals: From Development to Manufacturing,PHM - Pharmacology and Toxicology
PHM 837,Autonomic Pharmacology,PHM - Pharmacology and Toxicology
PHM 838,Pharmacogenomics,PHM - Pharmacology and Toxicology
PHM 838,Pharmacogenomics (Interim Change),PHM - Pharmacology and Toxicology
PHM 840,Safety Pharmacology,PHM - Pharmacology and Toxicology
PHM 841,Cellular and Molecular Toxicology,PHM - Pharmacology and Toxicology
PHM 850,Communications for Scientists,PHM - Pharmacology and Toxicology
PHM 851,Intellectual Property and Patent Law for Biomedical Sciences,PHM - Pharmacology and Toxicology
PHM 854,Leadership and Team-Building for Biomedical Research,PHM - Pharmacology and Toxicology
PHM 855,The Business of Biomedical Research Organizations,PHM - Pharmacology and Toxicology
PHM 857,Project Management,PHM - Pharmacology and Toxicology
PHM 858,Drug Development Process,PHM - Pharmacology and Toxicology
PHM 870,Research Rotation,PHM - Pharmacology and Toxicology
PHM 895,Applied Project in Integrative Pharmacology,PHM - Pharmacology and Toxicology
PHM 899,Master's Thesis Research,PHM - Pharmacology and Toxicology
PHM 910,Seminar,PHM - Pharmacology and Toxicology
PHM 980,Problems,PHM - Pharmacology and Toxicology
PHM 982,Master of Science Capstone Literature Review,PHM - Pharmacology and Toxicology
PHM 999,Doctoral Dissertation Research,PHM - Pharmacology and Toxicology
PHY 174,Studio Physics for Scientists and Engineers II,PHY - Physics
PHY 183,Physics for Scientists and Engineers I,PHY - Physics
PHY 184,Physics for Scientists and Engineers II,PHY - Physics
PHY 191,"Physics Laboratory for Scientists, I",PHY - Physics
PHY 192,"Physics Laboratory for Scientists, II",PHY - Physics
PHY 193H,Honors Physics I-Mechanics,PHY - Physics
PHY 205,Directed Studies,PHY - Physics
PHY 215,Thermodynamics and Modern Physics,PHY - Physics
PHY 215B,Thermodynamics and Modern Physics,PHY - Physics
PHY 221,Studio Physics for Life Scientists I,PHY - Physics
PHY 222,Studio Physics for Life Scientists II,PHY - Physics
PHY 231,Introductory Physics I,PHY - Physics
PHY 232,Introductory Physics II,PHY - Physics
PHY 233,Calculus Concepts in Physics I,PHY - Physics
PHY 234,Calculus Concepts in Physics II,PHY - Physics
PHY 241,Physics for Cellular and Molecular Biologists I,PHY - Physics
PHY 242,Physics for Cellular and Molecular Biologists II,PHY - Physics
PHY 251,Introductory Physics Laboratory I,PHY - Physics
PHY 252,Introductory Physics Laboratory II,PHY - Physics
PHY 294H,Honors Physics II-Electromagnetism,PHY - Physics
PHY 305,Directed Studies,PHY - Physics
PHY 321,Classical Mechanics I,PHY - Physics
PHY 405,Directed Studies,PHY - Physics
PHY 410,Thermal and Statistical Physics,PHY - Physics
PHY 415,Methods of Theoretical Physics,PHY - Physics
PHY 422,Classical Mechanics II,PHY - Physics
PHY 431,Optics I,PHY - Physics
PHY 440,Electronics,PHY - Physics
PHY 451,Advanced Laboratory,PHY - Physics
PHY 471,Quantum Physics I,PHY - Physics
PHY 472,Quantum Physics II,PHY - Physics
PHY 480,Computational Physics,PHY - Physics
PHY 481,Electricity and Magnetism I,PHY - Physics
PHY 482,Electricity and Magnetism II,PHY - Physics
PHY 490,Physics Senior Thesis,PHY - Physics
PHY 491,Introduction to Condensed Matter Physics,PHY - Physics
PHY 492,Introduction to Nuclear Physics,PHY - Physics
PHY 493,Introduction to Elementary Particle Physics,PHY - Physics
PHY 494,Survey of Physics Education Research (W),PHY - Physics
PHY 800,Research Methods,PHY - Physics
PHY 801,Survey of Atomic and Condensed Matter Physics,PHY - Physics
PHY 802,Survey of Nuclear Physics,PHY - Physics
PHY 803,Survey of Elementary Particle Physics,PHY - Physics
PHY 804,Survey of Physics Education Research,PHY - Physics
PHY 810,Methods of Theoretical Physics,PHY - Physics
PHY 820,Classical Mechanics,PHY - Physics
PHY 831,Statistical Mechanics,PHY - Physics
PHY 841,Classical Electrodynamics I,PHY - Physics
PHY 842,Classical Electrodynamics II,PHY - Physics
PHY 850,Electrodynamics of Plasmas,PHY - Physics
PHY 851,Quantum Mechanics I,PHY - Physics
PHY 852,Quantum Mechanics II,PHY - Physics
PHY 855,Quantum Field Theory,PHY - Physics
PHY 861,Beam Physics,PHY - Physics
PHY 862,Accelerator Systems,PHY - Physics
PHY 863,Special Topics in Accelerator Physics,PHY - Physics
PHY 864,Accelerator Technology,PHY - Physics
PHY 899,Master's Thesis Research,PHY - Physics
PHY 905,Special Problems,PHY - Physics
PHY 910,Quantum Fluids,PHY - Physics
PHY 918,Quantum and Non-linear Optics,PHY - Physics
PHY 921,Quantum Transport and Mesoscopic Physics,PHY - Physics
PHY 925,Topics in Molecular and Biophysics,PHY - Physics
PHY 950,Data Analysis Methods for High-Energy and Nuclear Physics,PHY - Physics
PHY 955,Relativistic Quantum Field Theory,PHY - Physics
PHY 959,Special Topics in High-Energy Physics,PHY - Physics
PHY 961,Non-Linear Beam Dynamics,PHY - Physics
PHY 962,Particle Accelerators,PHY - Physics
PHY 963,U.S. Particle Accelerator School,PHY - Physics
PHY 964,Seminar in Beam Physics Research,PHY - Physics
PHY 973,Special Topics in Condensed Matter Physics,PHY - Physics
PHY 981,Nuclear Structure,PHY - Physics
PHY 982,Nuclear Dynamics,PHY - Physics
PHY 983,Nuclear Astrophysics,PHY - Physics
PHY 989,Special Topics in Nuclear Physics,PHY - Physics
PHY 999,Doctoral Dissertation Research,PHY - Physics
PIM 800,Managerial Skills,PIM - Integrative Management
PIM 801,Organizational Analysis,PIM - Integrative Management
PIM 803,Leadership Development,PIM - Integrative Management
PIM 804,Strategic Vision,PIM - Integrative Management
PIM 811,Financial Accounting Concepts,PIM - Integrative Management
PIM 812,Managerial Accounting,PIM - Integrative Management
PIM 813,Information Systems,PIM - Integrative Management
PIM 814,Financial Statement Analysis,PIM - Integrative Management
PIM 821,Managerial Economics,PIM - Integrative Management
PIM 822,Macroeconomics for Managers,PIM - Integrative Management
PIM 831,Legal Environment of Business,PIM - Integrative Management
PIM 832,Entrepreneurship,PIM - Integrative Management
PIM 841,Corporate Finance,PIM - Integrative Management
PIM 842,Managerial Finance,PIM - Integrative Management
PIM 845,"Mergers, Acquisitions and Corporate Restructuring",PIM - Integrative Management
PIM 851,Business Analytics and Management Decision-Making,PIM - Integrative Management
PIM 852,Negotiation,PIM - Integrative Management
PIM 853,Human Resource Management,PIM - Integrative Management
PIM 855,Strategic Management I,PIM - Integrative Management
