"course_code","course_title","department","credits","description"
"STA 661","Advanced Statistics in the Behavioral and Biological Sciences I","Statistics (STA)","3","Statistical techniques and design considerations for controlled experiments and observational studies. Exploratory data analysis, elementary probability theory, principles of statistical inference, contingency tables, one-way ANOVA, bivariate regression and correlation."
"STA 662","Advanced Statistics in the Behavioral and Biological Sciences II","Statistics (STA)","3","Continuation ofSTA 661. Multiple regression and correlation, analysis of covariance, factorial ANOVAs, randomized block designs, multiple comparisons, split-plot designs, repeated measures."
"STA 665","Analysis of Survival Data","Statistics (STA)","3","Methods for comparing time-to-event data, including parametric and nonparametric procedures for censored or truncated data, regression model diagnostics, group comparisons, and the use of relevant statistical computing packages."
"STA 667","Statistical Consulting","Statistics (STA)","1","Statistical consultation on a doctoral or master's research. Access to the Statistical Consulting Center. Students are required to attend the initial class meeting during the beginning of the semester."
"STA 668","Consulting Experience","Statistics (STA)","1","Development of consulting skills through reading and discussion of literature on statistical consulting and participation in statistical consulting sessions."
"STA 670","Categorical Data Analysis","Statistics (STA)","3","Methods for analyzing dichotomous, multinomial and ordinal responses. Measures of association; inference for proportions and contingency tables; generalized linear models including logistic regression and loglinear models."
"STA 671","Multivariate Analysis","Statistics (STA)","3","Multivariate normal distribution. Cluster analysis, discriminant analysis, canonical correlation, principal component analysis, factor analysis, multivariate analysis of variance. Use and interpretation of relevant statistical software."
"STA 673","Statistical Linear Models I","Statistics (STA)","3","Abstract vector spaces, inner product spaces, projections, the Spectral Theorem, least squares, multiple regression, ANOVA, multiple comparisons, data analysis."
"STA 674","Statistical Linear Models II","Statistics (STA)","3","Abstract vector spaces, inner product spaces, projections, the Spectral Theorem, least squares, multiple regression, ANOVA, multiple comparisons, data analysis."
"STA 675","Advanced Experimental Design","Statistics (STA)","3","Topics include factorials and fractional factorials, incomplete block designs, split-plot and repeated measures, random and mixed effects models, crossover designs, response surface designs, power analysis."
"STA 676","Sample Survey Methods","Statistics (STA)","3","Survey methods for students from any discipline. Random, stratified, cluster, multi-stage and other sampling schemes. Estimation of population means, variances, and proportions. Questionnaire design and analysis."
"STA 677","Advanced Topics in Data Analysis and Quantitative Methods","Statistics (STA)","3","Topics vary according to interest and demand. Quantitative methods not normally covered in detail in other statistics courses. Topics may be selected from psychometrics, econometrics, biometrics, sociometrics, quantitative epidemiology."
"STA 682","Theory of Time Series","Statistics (STA)","3","Examples of time series, objectives in time series modeling, theory and applications of linear and non-linear time series models, ARMA/ARIMA/ARCH/GARCH models, and time series modeling using computer packages."
"STA 690","Graduate Seminar","Statistics (STA)","1","Development of presentation skills through reading, discussions, and presentation of current research topics in applied statistics."
"STA 691","Actuarial Exam Preparation Seminar","Statistics (STA)","1","Topics vary according to interest and demand. Intended to help prepare for the P/1, FM/2, or MLC exam."
"STA 698","Project in Statistics","Statistics (STA)","3","Directed research project in statistics."
"STA 699","Thesis","Statistics (STA)","1-6","Individual guidance in the development of a specific research problem."
"STA 701","Seminar in Computational Statistics","Statistics (STA)","3","Readings from the literature in Computational Statistics."
"STA 703","Topics in High Dimensional Data Analysis","Statistics (STA)","3","Advanced study in special topics in statistical data analysis with large scale data sets. The course may be repeated up to 9 hours as topics vary."
"STA 709","Topics in Computational Statistics","Statistics (STA)","3","Advanced study in special topics in Computational Statistics."
"STA 801","Thesis Extension","Statistics (STA)","1-3","Thesis Extension."
"STA 803","Research Extension","Statistics (STA)","1-3",""
"SCM 206","Logistics and Transportation Management","Supply Chain Management (SCM)","3","Microanalysis of logistics and transportation services including customer service, distribution operations, and purchasing. Topics include customer service operations, order processing, facility design and operations, carrier selection, transportation costing and negotiation."
"SCM 260","Essentials of Enterprise Resource Planning (ERP)","Supply Chain Management (SCM)","3","Provides an overview of enterprise systems and supply chain business processes. It will introduce students to how enterprise systems are used to manage supply chains and make effective business decisions."
"SCM 302","Operations Management","Supply Chain Management (SCM)","3","Survey of the operations functions of organizations with emphasis on design and control decisions. Qualitative and quantitative problem-solving methods used to enhance managerial competence in the operations functions."
"SCM 304","Managing and Organizing Projects","Supply Chain Management (SCM)","3","An introduction to modern methods for defining, planning, managing, and controlling large projects. Computer software and network modeling are used to support the efficient scheduling of interdependent activities."
