name,subject,code
Elementary General Music Methods,MUSE - Music:  Education,MUSE 291
Secondary General Music Methods,MUSE - Music:  Education,MUSE 293
Contemporary Issues in Music Education: Practicum and Applications,MUSE - Music:  Education,MUSE 350
Secondary General Music Methods,MUSE - Music:  Education,MUSE 353
Instrumental Music Methods (String),MUSE - Music:  Education,MUSE 355
Choral Music Methods 1,MUSE - Music:  Education,MUSE 356
Instrumental Music Methods (Band),MUSE - Music:  Education,MUSE 375
Choral Music Methods 2,MUSE - Music:  Education,MUSE 376
Instrumental Laboratory,MUSE - Music:  Education,MUSE 390
Choral Laboratory,MUSE - Music:  Education,MUSE 391
Marching Band Techniques,MUSE - Music:  Education,MUSE 451
Instrument Maintenance and Repair,MUSE - Music:  Education,MUSE 455
Principles of String Teaching: Seminar and Practicum,MUSE - Music:  Education,MUSE 456
Specialized Approaches For Vocal/General Majors,MUSE - Music:  Education,MUSE 457
Organ Pedagogy,MUSE - Music:  Education,MUSE 458
Jazz Pedagogy,MUSE - Music:  Education,MUSE 465
Student Teaching in Music,MUSE - Music:  Education,MUSE 470
Teaching Multicultural Music,MUSE - Music:  Education,MUSE 478
Independent Study in Music Education,MUSE - Music:  Education,MUSE 491
Special Topics in Music Education,MUSE - Music:  Education,MUSE 492
Workshop in Music Education,MUSE - Music:  Education,MUSE 493
Small Ensemble (Woodwinds),MUSP - Music:  Performance,MUSP 130
Small Ensemble (Brass),MUSP - Music:  Performance,MUSP 131
Small Ensemble (Percussion),MUSP - Music:  Performance,MUSP 132
Small Ensemble (String),MUSP - Music:  Performance,MUSP 133
Small Ensemble (Harp),MUSP - Music:  Performance,MUSP 134
Small Ensemble (Piano),MUSP - Music:  Performance,MUSP 135
Ensemble for New Music,MUSP - Music:  Performance,MUSP 136
Small Ensemble (Organ and Church Music),MUSP - Music:  Performance,MUSP 137
Small Ensemble (Vocal),MUSP - Music:  Performance,MUSP 138
Small Ensemble (Guitar),MUSP - Music:  Performance,MUSP 139
Group Piano 1,MUSP - Music:  Performance,MUSP 140
Group Piano 2,MUSP - Music:  Performance,MUSP 141
Major Study,MUSP - Music:  Performance,MUSP 200
Principal Study,MUSP - Music:  Performance,MUSP 201
Secondary Study,MUSP - Music:  Performance,MUSP 202
Minor Study,MUSP - Music:  Performance,MUSP 203
Jazz Study,MUSP - Music:  Performance,MUSP 204
Piano Accompanying,MUSP - Music:  Performance,MUSP 206
Jazz Combo,MUSP - Music:  Performance,MUSP 231
Group Piano 3,MUSP - Music:  Performance,MUSP 240
Group Piano 4,MUSP - Music:  Performance,MUSP 241
Jazz Styles,MUSP - Music:  Performance,MUSP 251
Introduction to Conducting,MUSP - Music:  Performance,MUSP 290
