"subject","course_code","course_name","description","credits"
"Accounting","ACC 252","Intro to Managerial Acc","Martin J. Whitman School of Management   Introduction to the role of accounting information systems in measuring performance, influencing employee behavior, and facilitating planning decisions such as what products and services to offer, in which markets, and at what prices.  PREREQ ACC 151   Shared Competencies Scientific Inquiry and Research Skills","3 credit(s)  Every semester"
"Accounting","ACC 356","Intermediate Financial Accounting I","Martin J. Whitman School of Management   Double Numbered with ACC 601  Accounting concepts and standards. Topics include: accounting cycle; income determination; financial statements; measurement and valuation of assets including cash, investments, receivables, inventory, property, plant, and equipment, and intangibles. Additional work required of graduate students.  PREREQ ACC 252   Shared Competencies Scientific Inquiry and Research Skills","3 credit(s)  Every semester"
"Accounting","ACC 357","Intermediate Financial Accounting II","Martin J. Whitman School of Management   Double Numbered with ACC 602  Accounting concepts and standards. Topics include: accounting cycle, financial reporting, financial statement analysis, cash flows, income tax allocation, measurement and valuation of liabilities; equity, leases, and pensions. Additional work required of graduate students.  PREREQ ACC 356   Shared Competencies Scientific Inquiry and Research Skills","3 credit(s)  Every semester"
"Accounting","ACC 363","Cost Analysis & Control","Martin J. Whitman School of Management   Double Numbered with ACC 621  In-depth examination of costing products and services, and using cost information in planning and control decisions. Pricing, budgeting, standards, strategic cost systems, just-in-time/backflushing costing, and activity-based costing. Additional work required of graduate students. Junior standing or graduate status.  PREREQ ACC 252   Shared Competencies Scientific Inquiry and Research Skills","3 credit(s)  Every semester"
"Accounting","ACC 383","ESG Reporting","Martin J. Whitman School of Management   Double Numbered with ACC 683  This course equips learners with an understanding of Environmental, Social, and Governance (ESG) reporting principles, underlying major frameworks, and standards. Teaches practical skills needed to compile, interpret, and present ESG metrics and narratives. Additional work required of graduate students.","3 credit(s)  At least 1x fall or spring"
"Accounting","ACC 385","Principles of Taxation","Martin J. Whitman School of Management   Double Numbered with ACC 685  Tax planning and taxation of business transactions, such as basis, gains, losses, nontaxable exchanges, depreciation, amortization, other business deductions, and tax credits. Research and communication skills. Extra work required of graduate students.  PREREQ ACC 356  Shared Competencies Critical and Creative Thinking","3 credit(s)  Every semester"
"Accounting","ACC 425","Accounting Information Systems","Martin J. Whitman School of Management   Double Numbered with ACC 625  Provide an understanding of the use of technology and internal controls to create, process, store, secure, analyze, and report information. Explore database design, business process modeling, and XBRL. Audit and manage accounting information systems.  Additional work required of graduate students.PREREQ ACC 357 and MIS 325","3 credit(s)  At least 1x fall or spring"
"Accounting","ACC 452","Accounting Analytics","Martin J. Whitman School of Management   Double Numbered with ACC 652  Accounting analytics including Benford’s Law, current and prior period data, anomaly detection, correlation and time series detection, risk assessment and risk scoring, and purchasing card transaction fraud.  PREREQ ACC 252, BUA 345  Shared Competencies Information Literacy and Technological Agility","3 credit(s)  Every semester"
"Accounting","ACC 476","Auditing Theory/Practice","Martin J. Whitman School of Management   Double Numbered with ACC 726  Audit practice and reporting on financial statements. Audit standards, the demand for auditing, and regulatory, legal, and ethical influences on auditors. Audit objectives, evidence, control environment, and risk assessments. Case studies and problems. Extra work required of graduate students.  PREREQ ACC 357   Shared Competencies Critical and Creative Thinking","3 credit(s)  Every semester"
"Accounting","ACC 477","Advanced Financial Accounting","Martin J. Whitman School of Management   Double Numbered with ACC 756  Accounting and reporting for business combinations, foreign currency transactions, derivatives, and governmental entities. Extra work required of graduate students.  PREREQ ACC 357  OR 602  Shared Competencies Scientific Inquiry and Research Skills","3 credit(s)  Every semester"
"Accounting","ACC 481","Taxation of Business Entities","Martin J. Whitman School of Management   Double Numbered with ACC 777  Federal taxation of the formation, operation, liquidation, and reorganization of partnerships, subchapter C, subchapter S, and limited liability corporations. Federal taxation of partners and shareholders. Extra work required of graduate students.  PREREQ ACC 385  OR 685  Shared Competencies Information Literacy and Technological Agility","3 credit(s)  Irregularly"
"Accounting","ACC 485","Financial Statement Analysis","Martin J. Whitman School of Management   Double Numbered with ACC 725  The course introduces the tools for effective analysis of financial statements. Students will analyze financial statements in the context of equity valuation for the purpose of making well-informed investment decisions.  Additional work required of graduate students.  PREREQ ACC 356 OR FIN 346  Shared Competencies Scientific Inquiry and Research Skills","3 credit(s)  At least 1x fall or spring"
"Accounting","ACC 486","Accounting Advisory","Martin J. Whitman School of Management   Double Numbered with ACC 686  Application of innovative accounting technology in value-based accountancy processes: financial reporting, audit, and tax. Includes interaction with experienced practitioners in accounting advisory or consulting. Additional work required for graduate students.  PREREQ ACC 356","3 credit(s)  At least 1x fall or spring"
"Accounting","ACC 499","Honors Capstone Project","Martin J. Whitman School of Management   Completion of an Honors Capstone Project under the supervision of a faculty member.  Repeatable 2 time(s), 3 credits maximum","1-3 credit(s)  Every semester"
