"course_code","course_title","department","credits"
"PLA 2841","IMMIGRATION LAW FOR PARALEGALS.","PLA: Paralegal/Legal Assist/Adm","3"
"PLA 2930","SELECTED TOPICS IN PARALEGAL STUDIES.","PLA: Paralegal/Legal Assist/Adm","1-3"
"PLA 2942","INTERNSHIP IN PARALEGAL STUDIES.","PLA: Paralegal/Legal Assist/Adm","1-4"
"PLP 2001C","PLANT PATHOLOGY.","PLP: Plant Pathology","4"
"PLS 1010C","INTRODUCTION TO PLANT SCIENCE.","PLS: Plant Science","3"
"PLS 2220C","PLANT PROPAGATION.","PLS: Plant Science","3"
"PLS 2402C","PRINCIPLES OF AQUAPONICS.","PLS: Plant Science","3"
"POR 1120","ELEMENTARY PORTUGUESE I.","POR: Portuguese","4"
"POR 1121","ELEMENTARY PORTUGUESE II.","POR: Portuguese","4"
"POR 2200","INTERMEDIATE PORTUGUESE I.","POR: Portuguese","3"
"POS 2041","U.S. GOVERNMENT.","POS: Political Science","3"
"POS 2041H","U.S. GOVERNMENT - HONORS.","POS: Political Science","3"
"POS 2112","STATE AND LOCAL GOVERNMENT.","POS: Political Science","3"
"POS 2112H","STATE AND LOCAL GOVERNMENT - HONORS.","POS: Political Science","3"
"POS 2232","GOVERNMENT AND THE MEDIA.","POS: Political Science","3"
"POS 2930","SELECTED TOPICS IN POLITICAL SCIENCE.","POS: Political Science","1-3"
"POS 2940","INTERNSHIP IN CIVIC LEADERSHIP.","POS: Political Science","1-4"
"POS 2941","INTERNSHIP EXPLORATION IN POLITICAL SCIENCE.","POS: Political Science","1-4"
"PSC 2941","INTERNSHIP EXPLORATION IN EARTH AND PHYSICAL SCIENCE.","PSC: Physical Sciences","1-4"
"PSY 2012","GENERAL PSYCHOLOGY.","PSY: Psychology","3"
"PSY 2012H","GENERAL PSYCHOLOGY - HONORS.","PSY: Psychology","3"
"PSY 2050","SURVEY OF FORENSIC PSYCHOLOGY.","PSY: Psychology","3"
"PSY 2830","SPORT PSYCHOLOGY.","PSY: Psychology","3"
"PSY 2861","POSITIVE PSYCHOLOGY.","PSY: Psychology","3"
"PSY 2930","SELECTED TOPICS IN PSYCHOLOGY.","PSY: Psychology","1-3"
"PSY 2941","INTERNSHIP EXPLORATION IN PSYCHOLOGY.","PSY: Psychology","1-4"
"PUR 2003","INTRODUCTION TO PUBLIC RELATIONS.","PUR: Public Relations","3"
"REA 0017","DEVELOPMENTAL READING II.","REA: Reading","3"
"REA 0055","DEVELOPMENTAL READING MODULE I.","REA: Reading","1"
"REA 0056","DEVELOPMENTAL READING MODULE II.","REA: Reading","2"
"REA 1105","COLLEGE READING.","REA: Reading","3"
"REA 2930","SELECTED TOPICS IN READING.","REA: Reading","1-3"
"REA 2941","INTERNSHIP EXPLORATION IN READING.","REA: Reading","1-4"
"RED 3042","INTRODUCTION OF READING AND CONTENT FOR K-12.","RED: Reading Education","3"
"RED 3940","EPI CLINICAL FIELD EXPERIENCE IN READING.","RED: Reading Education","3"
"RED 4352","DIFFERENTIATED INSTRUCTION AND ASSESSMENT FOR LITERACY.","RED: Reading Education","3"
"RED 4941","CLINICAL FIELD EXPERIENCE IN READING.","RED: Reading Education","3"
"REE 1000","REAL ESTATE PRINCIPLES AND PRACTICES.","REE: Real Estate","3"
"REE 1400","FLORIDA REAL ESTATE LAW.","REE: Real Estate","3"
"REE 1500","INTRODUCTION TO PROPERTY MANAGEMENT.","REE: Real Estate","3"
"REE 2430","PROPERTY MANAGEMENT LAW.","REE: Real Estate","3"
"REE 2502","LEASING AND MARKETING RESIDENTIAL PROPERTIES.","REE: Real Estate","3"
"REE 2503","PROPERTY MANAGEMENT BUDGETING & FINANCIALS.","REE: Real Estate","3"
"REE 2505","PROPERTY MANAGEMENT: MAINTENANCE FOR MANAGERS.","REE: Real Estate","3"
"REE 2506","PROPERTY MANAGEMENT AND LEADERSHIP.","REE: Real Estate","3"
"REE 2507","PROPERTY MANAGEMENT: SECURITY AND RISK.","REE: Real Estate","3"
"REE 2508","MANAGEMENT OF SPECIALIZED HOUSING.","REE: Real Estate","3"
"REE 2941","INTERNSHIP EXPLORATION IN REAL ESTATE.","REE: Real Estate","1-4"
"REE 2942","INTERNSHIP IN REAL ESTATE.","REE: Real Estate","1-4"
"REE 2943","INTERNSHIP IN PROPERTY MANAGEMENT.","REE: Real Estate","1-4"
"REE 2951","PROPERTY MANAGEMENT CAPSTONE PROJECT.","REE: Real Estate","3"
"REL 1200","INTRODUCTION TO THE BIBLE.","REL: Religion","3"
"REL 2300","WORLD RELIGIONS.","REL: Religion","3"
"REL 2300H","WORLD RELIGIONS - HONORS.","REL: Religion","3"
"REL 2930","SELECTED TOPICS IN RELIGION.","REL: Religion","1-3"
"RET 1025","PRINCIPLES OF RESPIRATORY CARE.","RET: Respiratory Care","3"
"RET 1264","PRINCIPLES OF MECHANICAL VENTILATION.","RET: Respiratory Care","3"
"RET 1274L","RESPIRATORY CARE LAB I.","RET: Respiratory Care","2"
"RET 1295","RESPIRATORY DISEASE MANAGEMENT.","RET: Respiratory Care","3"
"RET 1450","BASIC PHYSIOLOGY MONITORING.","RET: Respiratory Care","3"
"RET 1485","CARDIOPULMONARY PHYSIOLOGY.","RET: Respiratory Care","3"
"RET 1874L","CLINICAL PRACTICE I.","RET: Respiratory Care","3"
"RET 1875L","CLINICAL PRACTICE II.","RET: Respiratory Care","3"
"RET 2244","ADVANCED LIFE SUPPORT.","RET: Respiratory Care","3"
"RET 2283L","RESPIRATORY CARE LAB II.","RET: Respiratory Care","2"
"RET 2284L","RESPIRATORY CARE LAB III.","RET: Respiratory Care","2"
"RET 2350","RESPIRATORY PHARMACOLOGY.","RET: Respiratory Care","3"
"RET 2447","HEMODYNAMIC MONITORING.","RET: Respiratory Care","3"
"RET 2714","NEONATAL/PEDIATRIC RESPIRATORY CARE.","RET: Respiratory Care","3"
"RET 2876L","CLINICAL PRACTICE III.","RET: Respiratory Care","3"
"RET 2877L","CLINICAL PRACTICE IV.","RET: Respiratory Care","3"
"RET 2920","RESPIRATORY CARE PRACTICUM.","RET: Respiratory Care","3"
"RET 2930","SELECTED TOPICS IN RESPIRATORY CARE.","RET: Respiratory Care","1-3"
"RET 3269","ADVANCED CARDIOPULMONARY CRITICAL CARE.","RET: Respiratory Care","3"
"RET 3287","CARDIOPULMONARY DIAGNOSTICS.","RET: Respiratory Care","3"
"RET 3354","MEDICAL PHARMACOLOGY.","RET: Respiratory Care","3"
"RET 3444","INTRODUCTION TO LUNG AND CARDIAC ULTRASOUND.","RET: Respiratory Care","3"
"RET 3536","CARDIOPULMONARY REHABILITATION.","RET: Respiratory Care","3"
"RET 3715","NEONATAL MEDICINE.","RET: Respiratory Care","3"
"RET 4034","HEALTH CARE DELIVERY AND ACCESS.","RET: Respiratory Care","3"
"RET 4440C","CARDIAC ULTRASOUND I.","RET: Respiratory Care","3"
"RET 4441C","CARDIAC ULTRASOUND II.","RET: Respiratory Care","3"
"RET 4443","CARDIAC ULTRASOUND PHYSICS.","RET: Respiratory Care","2"
"RET 4444","CARDIAC ULTRASOUND III.","RET: Respiratory Care","3"
"RET 4524","COMMUNITY HEALTH AND WELLNESS.","RET: Respiratory Care","3"
"RET 4931","SPECIAL TOPICS IN EVIDENCE-BASED CRITICAL CARE.","RET: Respiratory Care","2"
"RET 4940","COMMUNITY HEALTH CAPSTONE.","RET: Respiratory Care","1"
"RET 4942L","CARDIAC ULTRASOUND CLINICAL PRACTICE I.","RET: Respiratory Care","2"
"RET 4943L","CARDIAC ULTRASOUND CLINICAL PRACTICE II.","RET: Respiratory Care","2"
"RET 4944L","CARDIAC ULTRASOUND CLINICAL PRACTICE III.","RET: Respiratory Care","3"
"RET 4950","ADVANCED CRITICAL CARE CAPSTONE.","RET: Respiratory Care","2"
"RMI 2942","INTERNSHIP IN INSURANCE.","RMI: Risk Manag & Insurance","1-4"
"RTE 1000C","INTRODUCTION TO RADIOGRAPHY.","RTE: Radiologic Technology","4"
"RTE 1111C","PATIENT CARE IN RADIOGRAPHY.","RTE: Radiologic Technology","3"
"RTE 1418","PRINCIPLES OF RADIOGRAPHY I.","RTE: Radiologic Technology","3"
"RTE 1458","PRINCIPLES OF RADIOGRAPHY II.","RTE: Radiologic Technology","3"
"RTE 1503C","RADIOGRAPHIC PROCEDURES I.","RTE: Radiologic Technology","4"
"RTE 1513C","RADIOGRAPHIC PROCEDURES II.","RTE: Radiologic Technology","4"
"RTE 1523C","RADIOGRAPHIC PROCEDURES III.","RTE: Radiologic Technology","3"
"RTE 1804L","RADIOGRAPHIC CLINICAL EDUCATION I.","RTE: Radiologic Technology","2"
"RTE 1814L","RADIOGRAPHIC CLINICAL EDUCATION II.","RTE: Radiologic Technology","2"
"RTE 1824L","RADIOGRAPHIC CLINICAL ED III.","RTE: Radiologic Technology","3"
"RTE 2061","RADIOGRAPHIC SEMINAR.","RTE: Radiologic Technology","3"
"RTE 2385","RADIATION BIOLOGY AND PROTECTION.","RTE: Radiologic Technology","2"
"RTE 2563","PRINCIPLES OF RADIOGRAPHY III.","RTE: Radiologic Technology","3"
"RTE 2762","SECTIONAL ANATOMY.","RTE: Radiologic Technology","3"
"RTE 2782","RADIOGRAPHIC PATHOLOGY.","RTE: Radiologic Technology","3"
"RTE 2834L","RADIOGRAPHIC CLINICAL EDUCATION IV.","RTE: Radiologic Technology","3"
"RTE 2844L","RADIOGRAPHIC CLINICAL EDUCATION V.","RTE: Radiologic Technology","3"
"RTE 2930","SELECTED TOPICS IN RADIOGRAPHY.","RTE: Radiologic Technology","1-3"
"RTE 2942","INTERNSHIP IN RADIOGRAPHY.","RTE: Radiologic Technology","1-4"
"RTE 3116","ADVANCED PATIENT CARE.","RTE: Radiologic Technology","3"
"RTE 3205","ADMINISTRATION AND SUPERVISION.","RTE: Radiologic Technology","3"
"RTE 3213","RADIOLOGY INFORMATION SYSTEMS.","RTE: Radiologic Technology","3"
"RTE 3253","TEACHING IN THE HEALTH PROFESSION.","RTE: Radiologic Technology","3"
"RTE 3588","MAMMOGRAPHY.","RTE: Radiologic Technology","3"
"RTE 3590","COMPUTED TOMOGRAPHY.","RTE: Radiologic Technology","3"
"RTE 3591","MRI PRINCIPLES AND INSTRUMENTATION.","RTE: Radiologic Technology","3"
"RTE 3592","MR IMAGING AND PROCEDURES.","RTE: Radiologic Technology","3"
"RTE 3593C","ADVANCED MRI PROCEDURES.","RTE: Radiologic Technology","3"
"RTE 3765","ANATOMY FOR THE MEDICAL IMAGER.","RTE: Radiologic Technology","3"
"RTE 4474","QUALITY MANAGEMENT.","RTE: Radiologic Technology","3"
"RTE 4574","ADVANCED IMAGING MODALITIES.","RTE: Radiologic Technology","3"
"RTE 4941L","MAMMOGRAPHY PRACTICUM.","RTE: Radiologic Technology","3"
"RTE 4942L","CT PRACTICUM.","RTE: Radiologic Technology","3"
"RTE 4943L","MRI PRACTICUM.","RTE: Radiologic Technology","3"
"SBM 1000","SMALL BUSINESS MANAGEMENT.","SBM: Small Business Management","3"
"SCE 3310","TEACHING SCIENCE IN ELEMENTARY SCHOOL.","SCE: Science Education","3"
"SCE 3832","SCIENCE CONCEPTS AND PROCEDURES IN THE K-6 CLASSROOM.","SCE: Science Education","3"
"SLS 1101","COLLEGE SURVIVAL SKILLS.","SLS: Student Life Skills (Lrng)","1"
"SLS 1122","NEW STUDENT EXPERIENCE.","SLS: Student Life Skills (Lrng)","3"
"SLS 1122H","NEW STUDENT EXPERIENCE-HONORS.","SLS: Student Life Skills (Lrng)","3"
"SLS 1201","PERSONAL DEVELOPMENT.","SLS: Student Life Skills (Lrng)","3"
"SLS 1301","CAREER DEVELOPMENT.","SLS: Student Life Skills (Lrng)","3"
"SLS 1303","JOB SEARCH.","SLS: Student Life Skills (Lrng)","1"
"SLS 1501H","HONORS SEMINAR.","SLS: Student Life Skills (Lrng)","1"
"SLS 1570","DIGITAL LEARNING STRATEGIES.","SLS: Student Life Skills (Lrng)","3"
"SLS 2261","LEADERSHIP DEVELOPMENT.","SLS: Student Life Skills (Lrng)","3"
"SLS 2261H","LEADERSHIP DEVELOPMENT - HONORS.","SLS: Student Life Skills (Lrng)","3"
"SLS 2930","SELECTED TOPICS IN CAREER AND LIFE PLANNING.","SLS: Student Life Skills (Lrng)","1-3"
"SLS 2940","SERVICE LEARNING.","SLS: Student Life Skills (Lrng)","1-4"
"SLS 2940H","SERVICE LEARNING.","SLS: Student Life Skills (Lrng)","1-4"
"SON 1000","INTRODUCTION TO MEDICAL SONOGRAPHY.","SON: Sonography","3"
"SON 1000L","SONOGRAPHY INSTRUCTIONAL LAB I.","SON: Sonography","1"
"SON 1001","ABDOMINAL SONOGRAPHY I.","SON: Sonography","3"
"SON 1001L","SONOGRAPHY INSTRUCTIONAL LAB II.","SON: Sonography","1"
"SON 1002C","METHODS OF PATIENT CARE.","SON: Sonography","2"
"SON 1003L","SONOGRAPHY PRACTICE LAB.","SON: Sonography","1"
"SON 1112","ABDOMINAL SONOGRAPHY II.","SON: Sonography","3"
"SON 1112L","SONOGRAPHY INSTRUCTIONAL LAB III.","SON: Sonography","1"
"SON 1614","SONOGRAPHIC PHYSICS I.","SON: Sonography","3"
"SON 1804L","CLINICAL SONOGRAPHY I.","SON: Sonography","2"
"SON 1814L","CLINICAL SONOGRAPHY II.","SON: Sonography","2"
"SON 2061","SEMINAR IN SONOGRAPHY.","SON: Sonography","3"
"SON 2121","OB/GYN SONOGRAPHY I.","SON: Sonography","3"
"SON 2122","OB/GYN SONOGRAPHY II.","SON: Sonography","3"
"SON 2150","NEUROSONOLOGY AND SUPERFICIAL STRUCTURES.","SON: Sonography","3"
"SON 2618","SONOGRAPHIC PHYSICS II.","SON: Sonography","3"
"SON 2619","SONOGRAPHIC PHYSICS III.","SON: Sonography","2"
"SON 2824L","CLINICAL SONOGRAPHY III.","SON: Sonography","3"
"SON 2834L","CLINICAL SONOGRAPHY IV.","SON: Sonography","3"
"SON 2882L","MEDICAL SONOGRAPHY CLINICAL PRACTICUM.","SON: Sonography","2"
"SON 2930","SELECTED TOPICS IN SONOGRAPHY.","SON: Sonography","1-3"
"SON 2942","INTERNSHIP IN SONOGRAPHY.","SON: Sonography","1-4"
"SON 3172C","INTRODUCTION TO VASCULAR SONOGRAPHY.","SON: Sonography","3"
"SON 3173","VASCULAR SONOGRAPHY II.","SON: Sonography","3"
"SON 3806L","VASCULAR SONOGRAPHY PRACTICUM I.","SON: Sonography","2"
"SON 4174","VASCULAR SONOGRAPHY III.","SON: Sonography","2"
"SON 4816L","VASCULAR SONOGRAPHY PRACTICUM II.","SON: Sonography","2"
"SOP 2332","DRUGS AND ADDICTION.","SOP: Social Psychology","3"
"SOP 2772","HUMAN SEXUALITY.","SOP: Social Psychology","3"
"SOP 2930","SELECTED TOPICS IN SOCIAL PSYCHOLOGY.","SOP: Social Psychology","1-3"
"SPC 1017","INTERPERSONAL COMMUNICATION.","SPC: Speech Communication","3"
"SPC 1017H","INTERPERSONAL COMMUNICATION HONORS.","SPC: Speech Communication","3"
"SPC 1608","FUNDAMENTALS OF SPEECH.","SPC: Speech Communication","3"
"SPC 1608H","FUNDAMENTALS OF SPEECH - HONORS.","SPC: Speech Communication","3"
"SPC 2930","SELECTED TOPICS IN SPEECH.","SPC: Speech Communication","1-3"
"SPN 1000","CONVERSATIONAL SPANISH.","SPN: Spanish","3"
"SPN 1001","CONVERSATIONAL SPANISH II.","SPN: Spanish","3"
"SPN 1120","ELEMENTARY SPANISH I.","SPN: Spanish","4"
"SPN 1121","ELEMENTARY SPANISH II.","SPN: Spanish","4"
"SPN 1340","SPANISH FOR HERITAGE SPEAKER.","SPN: Spanish","4"
"SPN 1341","SPANISH FOR HERITAGE SPEAKER II.","SPN: Spanish","4"
"SPN 2200","INTERMEDIATE SPANISH I.","SPN: Spanish","3"
"SPN 2201","INTERMEDIATE SPANISH II.","SPN: Spanish","3"
"SPN 2930","SELECTED TOPICS IN SPANISH.","SPN: Spanish","1-3"
"SPN 2941","INTERNSHIP EXPLORATION IN SPANISH.","SPN: Spanish","1-4"
"SSE 3312","TEACHING SOCIAL STUDIES.","SSE: Social Science Education","3"
"STA 2023","STATISTICAL METHODS.","STA: Statistics","3"
"STA 2023H","STATISTICAL METHODS - HONORS.","STA: Statistics","3"
"SUR 1101C","BASIC SURVEYING MEASUREMENTS.","SUR: Surveying & Related Areas","3"
"SUR 2202C","HIGHWAY DRAFTING AND ROUTE DESIGN.","SUR: Surveying & Related Areas","3"
"SUR 2390C","INTRODUCTION TO GEOGRAPHIC INFORMATION SYSTEMS.","SUR: Surveying & Related Areas","3"
"SUR 2460C","SUBDIVISIONS.","SUR: Surveying & Related Areas","3"
"SUR 2640C","ADVANCED SURVEYING COMPUTATIONS (SURVEYING III).","SUR: Surveying & Related Areas","3"
"SUR 2942","INTERNSHIP IN CIVIL/SURVEYING ENGINEERING.","SUR: Surveying & Related Areas","1-4"
"SWS 1530C","PRINCIPLES OF IRRIGATION.","SWS: Soil Science","3"
"SWS 2102C","SOILS AND FERTILIZERS.","SWS: Soil Science","3"
"SYG 2000","INTRODUCTORY SOCIOLOGY.","SYG: Sociology, General","3"
"SYG 2000H","INTRODUCTORY SOCIOLOGY- HONORS.","SYG: Sociology, General","3"
"SYG 2010","SOCIAL PROBLEMS.","SYG: Sociology, General","3"
"SYG 2010H","SOCIAL PROBLEMS HONORS.","SYG: Sociology, General","3"
"SYG 2320","DEVIANT BEHAVIOR.","SYG: Sociology, General","3"
"SYG 2430","MARRIAGE AND THE FAMILY.","SYG: Sociology, General","3"
"SYG 2935","SELECTED TOPICS IN SOCIOLOGY.","SYG: Sociology, General","1-3"
"SYG 2941","INTERNSHIP EXPLORATION IN SOCIOLOGY.","SYG: Sociology, General","1-4"
"TAR 1120C","ARCHITECTURAL DRAWING I.","TAR: Technical Architecture","3"
"TAR 2033C","ARCHITECTURAL DESIGN.","TAR: Technical Architecture","3"
"TAR 2170C","INTRODUCTION TO ARCHITECTURAL REVIT.","TAR: Technical Architecture","3"
"TAR 2171C","ADVANCED ARCHITECTURAL REVIT.","TAR: Technical Architecture","3"
"TAX 2000C","FEDERAL INCOME TAX.","TAX: Taxation","3"
"TAX 2002","TAXATION PRACTICES AND PROCEDURES.","TAX: Taxation","3"
"TAX 2021","TAXATION OF BUSINESS ORGANIZATIONS.","TAX: Taxation","3"
"THE 1000","INTRODUCTION TO THEATER.","THE: Theater Stdies/Gen  Resour","3"
"THE 2304","SCRIPT ANALYSIS.","THE: Theater Stdies/Gen  Resour","3"
"THE 2930","SELECTED TOPICS IN THEATER.","THE: Theater Stdies/Gen  Resour","1-3"
"TPA 1200","BASIC STAGECRAFT.","TPA: Theater Production & Admin","3"
"TPA 1200C","BASIC STAGECRAFT.","TPA: Theater Production & Admin","4"
"TPA 1200L","BASIC STAGECRAFT LAB.","TPA: Theater Production & Admin","1"
"TPA 1232C","COSTUME TECHNIQUES AND WARDROBE PRACTICES.","TPA: Theater Production & Admin","3"
"TPA 1248C","MAKEUP FOR THE STAGE.","TPA: Theater Production & Admin","3"
"TPA 1380","SURVEY OF ENTERTAINMENT TECHNOLOGY.","TPA: Theater Production & Admin","3"
"TPA 2000C","CREATIVE DESIGN FOR THEATER.","TPA: Theater Production & Admin","3"
"TPA 2015C","FOUNDATIONS OF TECHNICAL DESIGN.","TPA: Theater Production & Admin","3"
"TPA 2030C","LIGHTING DESIGN FOR LIVE ENTERTAINMENT.","TPA: Theater Production & Admin","3"
"TPA 2063C","PRINCIPLES OF SCENERY DESIGN.","TPA: Theater Production & Admin","3"
"TPA 2190C","THEATER DESIGN PRACTICUM.","TPA: Theater Production & Admin","3"
"TPA 2220C","INTRODUCTION TO STAGE LIGHTING.","TPA: Theater Production & Admin","4"
"TPA 2221C","INTERMEDIATE STAGE LIGHTING.","TPA: Theater Production & Admin","4"
"TPA 2222C","ADVANCED STAGE LIGHTING.","TPA: Theater Production & Admin","3"
"TPA 2252C","INTRODUCTION TO AUDIO VISUAL TECHNOLOGY.","TPA: Theater Production & Admin","3"
"TPA 2257C","AUDIO VISUAL  PRODUCTION.","TPA: Theater Production & Admin","3"
"TPA 2260C","INTRODUCTION TO AUDIO PRODUCTION.","TPA: Theater Production & Admin","3"
"TPA 2290C","TECHNICAL THEATER PRODUCTION.","TPA: Theater Production & Admin","3"
"TPA 2292C","ADVANCED TECHNICAL PRODUCTION.","TPA: Theater Production & Admin","3"
"TPA 2316C","FOUNDATIONS OF TECHNICAL DESIGN.","TPA: Theater Production & Admin","3"
"TPA 2343C","COMPUTER ASSISTED DRAFTING FOR THE ENTERTAINMENT INDUSTRY.","TPA: Theater Production & Admin","3"
"TPA 2358C","NETWORKING FOR SHOW CONTROL.","TPA: Theater Production & Admin","3"
"TPA 2600","STAGE AND PRODUCTION MANAGEMENT.","TPA: Theater Production & Admin","3"
"TPA 2930","SELECTED TOPICS IN THEATER TECHNOLOGY.","TPA: Theater Production & Admin","1-3"
"TPA 2941","INTERNSHIP EXPLORATION IN THEATRE.","TPA: Theater Production & Admin","1-4"
"TPA 2942","INTERNSHIP IN THEATRE.","TPA: Theater Production & Admin","1-4"
"TPP 1110","ACTING I.","TPP: Theater Peformance/Trng","3"
"TPP 1111","ACTING II.","TPP: Theater Peformance/Trng","3"
"TPP 1260","ACTING FOR THE CAMERA.","TPP: Theater Peformance/Trng","3"
"TPP 2120","IMPROVISATION TECHNIQUES FOR THE ACTOR.","TPP: Theater Peformance/Trng","3"
"TPP 2190","REHEARSAL AND PERFORMANCE I.","TPP: Theater Peformance/Trng","1-3"
"TPP 2255","OPERA AND MUSIC THEATRE WORKSHOP.","TPP: Theater Peformance/Trng","1-2"
"TPP 2300","DIRECTING I.","TPP: Theater Peformance/Trng","3"
"TPP 2500","STAGE MOVEMENT FOR THE ACTOR.","TPP: Theater Peformance/Trng","2"
"TPP 2710","VOICE FOR THE ACTOR.","TPP: Theater Peformance/Trng","2"
"TPP 2732","STAGE DIALECTS.","TPP: Theater Peformance/Trng","3"
"TPP 2930","SELECTED TOPICS IN THEATER PERFORMANCE.","TPP: Theater Peformance/Trng","1-3"
"TSL 3080","ESOL FOUNDATIONS: CULTURE AND LANGUAGE.","TSL: Teaching English as a Second Language","3"
"TSL 4100","ESOL: CURRICULUM, METHODS, AND ASSESSMENT.","TSL: Teaching English as a Second Language","3"
"VEC 1201C","INTRODUCTION TO VEGETABLE GARDENING.","VEC: Vegetable Crops","3"
"WOH 2003","A HISTORY OF GENOCIDE.","WOH: World History","3"
"WOH 2012","WORLD HISTORY TO 1500.","WOH: World History","3"
"WOH 2022","WORLD HISTORY SINCE 1500.","WOH: World History","3"
